Unnamed: 0,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis
94,Algérie/Mali,Adrar des Ifoghas,Massif de l’ ,Adrar des IfoghasMassif de l’ (Algérie/Mali),Adrar%20des%20IfoghasMassif%20de%20l%E2%80%99%20%28Alg%C3%A9rie/Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Adrar%20des%20IfoghasMassif%20de%20l%E2%80%99%20%28Alg%C3%A9rie/Mali%29,,,,,
95,Algérie/Mali,Adrar des Iforas,Massif de l’ ,Adrar des IforasMassif de l’ (Algérie/Mali),Adrar%20des%20IforasMassif%20de%20l%E2%80%99%20%28Alg%C3%A9rie/Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Adrar%20des%20IforasMassif%20de%20l%E2%80%99%20%28Alg%C3%A9rie/Mali%29,,,,,
96,Mauritanie,Adrar mauritanien,Région géographique ,Adrar mauritanienRégion géographique (Mauritanie),Adrar%20mauritanienR%C3%A9gion%20g%C3%A9ographique%20%28Mauritanie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Adrar%20mauritanienR%C3%A9gion%20g%C3%A9ographique%20%28Mauritanie%29,,,,,
97,Algérie,Adrar ,,Adrar (Algérie),Adrar%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Adrar%20%28Alg%C3%A9rie%29,27.8667 -0.2833,27.8667,-0.2833,,
98,Mauritanie,Adrar,Cercle ,AdrarCercle (Mauritanie),AdrarCercle%20%28Mauritanie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AdrarCercle%20%28Mauritanie%29,,,,,
99,Mauritanie,Adrar,Région géographique ,AdrarRégion géographique (Mauritanie),AdrarR%C3%A9gion%20g%C3%A9ographique%20%28Mauritanie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AdrarR%C3%A9gion%20g%C3%A9ographique%20%28Mauritanie%29,,,,,
100,Tchad,Adré,Subdivision ,AdréSubdivision (Tchad),Adr%C3%A9Subdivision%20%28Tchad%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Adr%C3%A9Subdivision%20%28Tchad%29,,,,,
101,,Adriatique,Mer',AdriatiqueMer,AdriatiqueMer,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AdriatiqueMer,,,,,
102,Côte d\'Ivoire,Adzopé ,,Adzopé (Côte d\Ivoire),Adzop%C3%A9%20%28C%C3%B4te%20d%5CIvoire%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Adzop%C3%A9%20%28C%C3%B4te%20d%5CIvoire%29,,,,,
103,Sahara occidental,Ad Dakhla ,,Ad Dakhla (Sahara occidental),Ad%20Dakhla%20%28Sahara%20occidental%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ad%20Dakhla%20%28Sahara%20occidental%29,23.7167 -15.9500,23.7167,-15.9500,,
104,Sénégal,Aéré ,,Aéré (Sénégal),A%C3%A9r%C3%A9%20%28S%C3%A9n%C3%A9gal%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%A9r%C3%A9%20%28S%C3%A9n%C3%A9gal%29,16.4017 -14.3218,16.4017,-14.3218,,
105,Togo,Afagnan ,,Afagnan (Togo),Afagnan%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afagnan%20%28Togo%29,6.5000 1.6167,6.5000,1.6167,,
106,Togo,Afanyan Bléta ,,Afanyan Bléta (Togo),Afanyan%20Bl%C3%A9ta%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afanyan%20Bl%C3%A9ta%20%28Togo%29,6.5000 1.6167,6.5000,1.6167,,
107,Algérie,Afensou ,,Afensou (Algérie),Afensou%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afensou%20%28Alg%C3%A9rie%29,37.0333 6.4456,37.0333,6.4456,,
108,Algérie,Affreville ,,Affreville (Algérie),Affreville%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Affreville%20%28Alg%C3%A9rie%29,36.2610 2.2201,36.2610,2.2201,,
109,,Afghanistan',,Afghanistan,Afghanistan,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afghanistan,34.2990 65.8435,34.2990,65.8435,,
110,Algérie,Afia,Cap ,AfiaCap (Algérie),AfiaCap%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfiaCap%20%28Alg%C3%A9rie%29,,,,,
111,Algérie,Afir ,,Afir (Algérie),Afir%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afir%20%28Alg%C3%A9rie%29,36.8444 3.9872,36.8444,3.9872,,
112,Ghana,Aflao ,,Aflao (Ghana),Aflao%20%28Ghana%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aflao%20%28Ghana%29,6.1197 1.1881,6.1197,1.1881,,
113,Algérie,Aflou ,,Aflou (Algérie),Aflou%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aflou%20%28Alg%C3%A9rie%29,34.1128 2.1023,34.1128,2.1023,,
114,Algérie,Aflou,Annexe ,AflouAnnexe (Algérie),AflouAnnexe%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AflouAnnexe%20%28Alg%C3%A9rie%29,,,,,
115,Algérie,Aflou,Arrondissement ,AflouArrondissement (Algérie),AflouArrondissement%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AflouArrondissement%20%28Alg%C3%A9rie%29,,,,,
116,Algérie,Aflou,Commune mixte ,AflouCommune mixte (Algérie),AflouCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AflouCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,
117,,Afrique',,Afrique,Afrique,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afrique,,,,,
118,,Afrique du Nord,Région géographique',Afrique du NordRégion géographique,Afrique%20du%20NordR%C3%A9gion%20g%C3%A9ographique,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afrique%20du%20NordR%C3%A9gion%20g%C3%A9ographique,,,,,
119,,Afrique équatoriale française',,Afrique équatoriale française,Afrique%20%C3%A9quatoriale%20fran%C3%A7aise,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afrique%20%C3%A9quatoriale%20fran%C3%A7aise,6.0400 17.6000,6.0400,17.6000,,
120,,Afrique occidentale britannique',,Afrique occidentale britannique,Afrique%20occidentale%20britannique,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afrique%20occidentale%20britannique,,,,,
121,,Afrique occidentale française',,Afrique occidentale française,Afrique%20occidentale%20fran%C3%A7aise,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afrique%20occidentale%20fran%C3%A7aise,15.4150 -1.1309,15.4150,-1.1309,,
122,,Afrique subsaharienne,Région géographique',Afrique subsaharienneRégion géographique,Afrique%20subsaharienneR%C3%A9gion%20g%C3%A9ographique,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afrique%20subsaharienneR%C3%A9gion%20g%C3%A9ographique,,,,,
123,,Afrique tropicale,Région géographique',Afrique tropicaleRégion géographique,Afrique%20tropicaleR%C3%A9gion%20g%C3%A9ographique,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Afrique%20tropicaleR%C3%A9gion%20g%C3%A9ographique,,,,,
124,,Afrique,Colonies allemandes',AfriqueColonies allemandes,AfriqueColonies%20allemandes,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfriqueColonies%20allemandes,,,,,
125,,Afrique,Colonies britanniques',AfriqueColonies britanniques,AfriqueColonies%20britanniques,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfriqueColonies%20britanniques,,,,,
126,,Afrique,Colonies françaises',AfriqueColonies françaises,AfriqueColonies%20fran%C3%A7aises,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfriqueColonies%20fran%C3%A7aises,,,,,
127,,Afrique,Colonies italiennes',AfriqueColonies italiennes,AfriqueColonies%20italiennes,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfriqueColonies%20italiennes,,,,,
128,,Afrique,Colonies portugaises',AfriqueColonies portugaises,AfriqueColonies%20portugaises,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfriqueColonies%20portugaises,,,,,
129,,Afrique,Côtes occidentales',AfriqueCôtes occidentales,AfriqueC%C3%B4tes%20occidentales,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfriqueC%C3%B4tes%20occidentales,,,,,
130,,Afrique,Côte orientale',AfriqueCôte orientale,AfriqueC%C3%B4te%20orientale,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AfriqueC%C3%B4te%20orientale,,,,,
131,Niger,Agadès ,,Agadès (Niger),Agad%C3%A8s%20%28Niger%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agad%C3%A8s%20%28Niger%29,16.9733 7.9910,16.9733,7.9910,,
132,Niger,Agadez ,,Agadez (Niger),Agadez%20%28Niger%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agadez%20%28Niger%29,16.9733 7.9910,16.9733,7.9910,,
133,Algérie,Agadie ,,Agadie (Algérie),Agadie%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agadie%20%28Alg%C3%A9rie%29,,,,,
134,Maroc/Mali,Agadir/Tombouctou,Route ,Agadir/TombouctouRoute (Maroc/Mali),Agadir/TombouctouRoute%20%28Maroc/Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agadir/TombouctouRoute%20%28Maroc/Mali%29,,,,,
135,Maroc,Agadir ,,Agadir (Maroc),Agadir%20%28Maroc%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agadir%20%28Maroc%29,30.4170 -9.6000,30.4170,-9.6000,,
136,Togo,Agbodrafo ,,Agbodrafo (Togo),Agbodrafo%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agbodrafo%20%28Togo%29,6.2047 1.4788,6.2047,1.4788,,
137,Togo,Agbonou/Blitta,Voie ferrée ,Agbonou/BlittaVoie ferrée (Togo),Agbonou/BlittaVoie%20ferr%C3%A9e%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agbonou/BlittaVoie%20ferr%C3%A9e%20%28Togo%29,,,,,
138,Togo,Agbonou/Lomé,Voie ferrée ,Agbonou/LoméVoie ferrée (Togo),Agbonou/Lom%C3%A9Voie%20ferr%C3%A9e%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agbonou/Lom%C3%A9Voie%20ferr%C3%A9e%20%28Togo%29,,,,,
139,Togo,Agbonou ,,Agbonou (Togo),Agbonou%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agbonou%20%28Togo%29,7.5167 1.1500,7.5167,1.1500,,
140,Côte d\'Ivoire,Agboville ,,Agboville (Côte d\Ivoire),Agboville%20%28C%C3%B4te%20d%5CIvoire%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agboville%20%28C%C3%B4te%20d%5CIvoire%29,,,,,
141,Hérault ; France,Agde ,,Agde (Hérault ; France),Agde%20%28H%C3%A9rault%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agde%20%28H%C3%A9rault%20%3B%20France%29,43.3110 3.4753,43.3110,3.4753,,
142,Aveyron ; France,Agen-d\'Aveyron ,,Agen-d\Aveyron (Aveyron ; France),Agen-d%5CAveyron%20%28Aveyron%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agen-d%5CAveyron%20%28Aveyron%20%3B%20France%29,,,,,
143,France,Agenais,Région géographique ,AgenaisRégion géographique (France),AgenaisR%C3%A9gion%20g%C3%A9ographique%20%28France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AgenaisR%C3%A9gion%20g%C3%A9ographique%20%28France%29,,,,,
144,Lot-et-Garonne ; France,Agen ,,Agen (Lot-et-Garonne ; France),Agen%20%28Lot-et-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agen%20%28Lot-et-Garonne%20%3B%20France%29,44.2021 0.6224,44.2021,0.6224,,
145,Algérie,Aghbal ,,Aghbal (Algérie),Aghbal%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aghbal%20%28Alg%C3%A9rie%29,36.4989 1.8413,36.4989,1.8413,,
146,Algérie,Aghribs ,,Aghribs (Algérie),Aghribs%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aghribs%20%28Alg%C3%A9rie%29,36.8022 4.3227,36.8022,4.3227,,
147,Côte d\'Ivoire,Agnéby,Cours d\'eau ,AgnébyCours d\eau (Côte d\Ivoire),Agn%C3%A9byCours%20d%5Ceau%20%28C%C3%B4te%20d%5CIvoire%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agn%C3%A9byCours%20d%5Ceau%20%28C%C3%B4te%20d%5CIvoire%29,,,,,
148,Côte d\'Ivoire,Agnibilékrou ,,Agnibilékrou (Côte d\Ivoire),Agnibil%C3%A9krou%20%28C%C3%B4te%20d%5CIvoire%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agnibil%C3%A9krou%20%28C%C3%B4te%20d%5CIvoire%29,,,,,
149,Bénin,Agomé Glosou ,,Agomé Glosou (Bénin),Agom%C3%A9%20Glosou%20%28B%C3%A9nin%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agom%C3%A9%20Glosou%20%28B%C3%A9nin%29,6.5500 1.6667,6.5500,1.6667,,
150,Togo,Agomé Klossou ,,Agomé Klossou (Togo),Agom%C3%A9%20Klossou%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agom%C3%A9%20Klossou%20%28Togo%29,6.5500 1.6667,6.5500,1.6667,,
151,Bénin,Agomé Séva ,,Agomé Séva (Bénin),Agom%C3%A9%20S%C3%A9va%20%28B%C3%A9nin%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agom%C3%A9%20S%C3%A9va%20%28B%C3%A9nin%29,6.4725 1.7420,6.4725,1.7420,,
152,Bénin,Agonlin ,,Agonlin (Bénin),Agonlin%20%28B%C3%A9nin%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agonlin%20%28B%C3%A9nin%29,6.9967 2.0542,6.9967,2.0542,,
153,Hautes-Pyrénées ; France,Agos-Vidalos ,,Agos-Vidalos (Hautes-Pyrénées ; France),Agos-Vidalos%20%28Hautes-Pyr%C3%A9n%C3%A9es%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agos-Vidalos%20%28Hautes-Pyr%C3%A9n%C3%A9es%20%3B%20France%29,43.0378 -0.0706,43.0378,-0.0706,,
154,Bénin,Agouagon ,,Agouagon (Bénin),Agouagon%20%28B%C3%A9nin%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agouagon%20%28B%C3%A9nin%29,7.9802 2.2724,7.9802,2.2724,,
155,Bénin,Agoué ,,Agoué (Bénin),Agou%C3%A9%20%28B%C3%A9nin%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agou%C3%A9%20%28B%C3%A9nin%29,6.2463 1.6762,6.2463,1.6762,,
156,Gabon,Agouma,Poste ,AgoumaPoste (Gabon),AgoumaPoste%20%28Gabon%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AgoumaPoste%20%28Gabon%29,,,,,
157,Togo,Agou Gadzépé ,,Agou Gadzépé (Togo),Agou%20Gadz%C3%A9p%C3%A9%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agou%20Gadz%C3%A9p%C3%A9%20%28Togo%29,6.8501 0.7208,6.8501,0.7208,,
158,Togo,Agou Nyongbo ,,Agou Nyongbo (Togo),Agou%20Nyongbo%20%28Togo%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agou%20Nyongbo%20%28Togo%29,6.8501 0.7208,6.8501,0.7208,,
159,Espagne,Agramunt ,,Agramunt (Espagne),Agramunt%20%28Espagne%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agramunt%20%28Espagne%29,41.7869 1.0986,41.7869,1.0986,,
160,Algérie,Agrioun,Cours d\'eau ,AgriounCours d\eau (Algérie),AgriounCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AgriounCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,
161,Algérie,Aguedel El Beylik ,,Aguedel El Beylik (Algérie),Aguedel%20El%20Beylik%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aguedel%20El%20Beylik%20%28Alg%C3%A9rie%29,35.8958 6.3956,35.8958,6.3956,,
162,Mali,Aguelhock ,,Aguelhock (Mali),Aguelhock%20%28Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aguelhock%20%28Mali%29,19.4646 0.8558,19.4646,0.8558,,
163,Bénin,Agwey ,,Agwey (Bénin),Agwey%20%28B%C3%A9nin%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Agwey%20%28B%C3%A9nin%29,6.2463 1.6762,6.2463,1.6762,,
164,Bénin,Ahémé,Lac ,AhéméLac (Bénin),Ah%C3%A9m%C3%A9Lac%20%28B%C3%A9nin%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ah%C3%A9m%C3%A9Lac%20%28B%C3%A9nin%29,,,,,
165,Algérie,Ahl El Ghafer ,,Ahl El Ghafer (Algérie),Ahl%20El%20Ghafer%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ahl%20El%20Ghafer%20%28Alg%C3%A9rie%29,34.8259 -1.5089,34.8259,-1.5089,,
166,Algérie,Ahmed Ben Ali ,,Ahmed Ben Ali (Algérie),Ahmed%20Ben%20Ali%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ahmed%20Ben%20Ali%20%28Alg%C3%A9rie%29,36.7147 7.0799,36.7147,7.0799,,
167,Algérie,Ahmed Rachedi ,,Ahmed Rachedi (Algérie),Ahmed%20Rachedi%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ahmed%20Rachedi%20%28Alg%C3%A9rie%29,36.3909 6.1310,36.3909,6.1310,,
168,Algérie,Ahmer El ’Aïn ,,Ahmer El ’Aïn (Algérie),Ahmer%20El%20%E2%80%99A%C3%AFn%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ahmer%20El%20%E2%80%99A%C3%AFn%20%28Alg%C3%A9rie%29,36.4765 2.5677,36.4765,2.5677,,
169,Algérie,Ahnet,Région géographique ,AhnetRégion géographique (Algérie),AhnetR%C3%A9gion%20g%C3%A9ographique%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AhnetR%C3%A9gion%20g%C3%A9ographique%20%28Alg%C3%A9rie%29,,,,,
170,Allemagne,Ahrweiler ,,Ahrweiler (Allemagne),Ahrweiler%20%28Allemagne%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ahrweiler%20%28Allemagne%29,50.5397 7.1001,50.5397,7.1001,,
171,Algérie,Ahsasnah ,,Ahsasnah (Algérie),Ahsasnah%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ahsasnah%20%28Alg%C3%A9rie%29,,,,,
172,Mayenne ; France,Ahuillé ,,Ahuillé (Mayenne ; France),Ahuill%C3%A9%20%28Mayenne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ahuill%C3%A9%20%28Mayenne%20%3B%20France%29,48.0206 -0.8694,48.0206,-0.8694,,
173,Algérie,Aïdem ,,Aïdem (Algérie),A%C3%AFdem%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFdem%20%28Alg%C3%A9rie%29,36.5333 6.1500,36.5333,6.1500,,
174,Gers ; France,Aignan ,,Aignan (Gers ; France),Aignan%20%28Gers%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aignan%20%28Gers%20%3B%20France%29,43.6986 0.0842,43.6986,0.0842,,
175,Côte-d\'Or ; France,Aignay-le-Duc ,,Aignay-le-Duc (Côte-d\Or ; France),Aignay-le-Duc%20%28C%C3%B4te-d%5COr%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aignay-le-Duc%20%28C%C3%B4te-d%5COr%20%3B%20France%29,,,,,
176,,Aigrefeuille-d\'Aunis',,Aigrefeuille-d\Aunis,Aigrefeuille-d%5CAunis,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigrefeuille-d%5CAunis,,,,,
177,Charente-Maritime ; France,Aigrefeuille ,,Aigrefeuille (Charente-Maritime ; France),Aigrefeuille%20%28Charente-Maritime%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigrefeuille%20%28Charente-Maritime%20%3B%20France%29,43.5280 5.4500,43.5280,5.4500,,
178,Yonne ; France,Aigremont ,,Aigremont (Yonne ; France),Aigremont%20%28Yonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigremont%20%28Yonne%20%3B%20France%29,47.7194 3.8911,47.7194,3.8911,,
179,Sotuba ; Mali,Aigrettes,Barrage des ,AigrettesBarrage des (Sotuba ; Mali),AigrettesBarrage%20des%20%28Sotuba%20%3B%20Mali%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AigrettesBarrage%20des%20%28Sotuba%20%3B%20Mali%29,,,,,
180,Charente ; France,Aigre ,,Aigre (Charente ; France),Aigre%20%28Charente%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigre%20%28Charente%20%3B%20France%29,45.8953 0.0114,45.8953,0.0114,,
181,Savoie ; France,Aiguebelle ,,Aiguebelle (Savoie ; France),Aiguebelle%20%28Savoie%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aiguebelle%20%28Savoie%20%3B%20France%29,45.5439 6.3038,45.5439,6.3038,,
182,Puy-de-Dôme ; France,Aigueperse ,,Aigueperse (Puy-de-Dôme ; France),Aigueperse%20%28Puy-de-D%C3%B4me%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigueperse%20%28Puy-de-D%C3%B4me%20%3B%20France%29,46.0233 3.2031,46.0233,3.2031,,
183,Gard ; France,Aigues-Mortes ,,Aigues-Mortes (Gard ; France),Aigues-Mortes%20%28Gard%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigues-Mortes%20%28Gard%20%3B%20France%29,43.5695 4.1955,43.5695,4.1955,,
184,Gard ; France,Aigues-Vives ,,Aigues-Vives (Gard ; France),Aigues-Vives%20%28Gard%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigues-Vives%20%28Gard%20%3B%20France%29,43.7403 4.1811,43.7403,4.1811,,
185,Lot-et-Garonne ; France,Aiguillon ,,Aiguillon (Lot-et-Garonne ; France),Aiguillon%20%28Lot-et-Garonne%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aiguillon%20%28Lot-et-Garonne%20%3B%20France%29,44.3003 0.3417,44.3003,0.3417,,
186,Indre ; France,Aigurande ,,Aigurande (Indre ; France),Aigurande%20%28Indre%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aigurande%20%28Indre%20%3B%20France%29,46.4347 1.8297,46.4347,1.8297,,
187,Canada,Ailleboust,Seigneurie ,AilleboustSeigneurie (Canada),AilleboustSeigneurie%20%28Canada%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=AilleboustSeigneurie%20%28Canada%29,,,,,
188,Somme ; France,Ailly-le-Haut-Clocher ,,Ailly-le-Haut-Clocher (Somme ; France),Ailly-le-Haut-Clocher%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ailly-le-Haut-Clocher%20%28Somme%20%3B%20France%29,50.0779 1.9947,50.0779,1.9947,,
189,Meuse ; France,Ailly-sur-Meuse ,,Ailly-sur-Meuse (Meuse ; France),Ailly-sur-Meuse%20%28Meuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ailly-sur-Meuse%20%28Meuse%20%3B%20France%29,48.8690 5.5509,48.8690,5.5509,,
190,Somme ; France,Ailly-sur-Noye ,,Ailly-sur-Noye (Somme ; France),Ailly-sur-Noye%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ailly-sur-Noye%20%28Somme%20%3B%20France%29,49.7571 2.3637,49.7571,2.3637,,
191,Somme ; France,Ailly-sur-Somme ,,Ailly-sur-Somme (Somme ; France),Ailly-sur-Somme%20%28Somme%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ailly-sur-Somme%20%28Somme%20%3B%20France%29,49.9289 2.1961,49.9289,2.1961,,
192,Eure ; France,Ailly ,,Ailly (Eure ; France),Ailly%20%28Eure%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ailly%20%28Eure%20%3B%20France%29,49.1624 1.2428,49.1624,1.2428,,
193,Meuse ; France,Ailly ,,Ailly (Meuse ; France),Ailly%20%28Meuse%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Ailly%20%28Meuse%20%3B%20France%29,48.8690 5.5509,48.8690,5.5509,,
194,Gard ; France,Aimargues ,,Aimargues (Gard ; France),Aimargues%20%28Gard%20%3B%20France%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=Aimargues%20%28Gard%20%3B%20France%29,43.6846 4.2092,43.6846,4.2092,,
