,Administration,Lieu-dit,Type,Inutile
683,"Saint-Martin, Île",Anse-Marcel ,,
684,"Saint-Martin, Île",Anses Mancel ,,
685,"Le Gosier ; Guadeloupe, Île de la",Anse Dumont ,,
686,"Le Carbet ; Martinique, Île de la",Anse Latouche ,,
687,Mali,Ansongo ,,
688,Turquie,Antalya ,,
689,,Antarctique,Océan,
690,Canada,Antaya,Seigneurie ,
691,Doubs ; France,Anteuil ,,
692,Alpes-Maritimes ; France,Antibes ,,
693,Canada,Anticosti,Île d\ ,
694,Canada,Antigonish ,,
695,,Antigua-et-Barbuda,,
696,Antilles,Antigua,Île ,
697,Antilles,Antigues,Île d\ ,
698,"Guadeloupe, Île de la",Antigues,Pointe d\ ,
699,,Antilles,,
700,,Antilles britanniques,,
701,,Antilles danoises,,
702,,Antilles espagnoles,,
703,,Antilles françaises,,
704,,Antilles hollandaises,,
705,,Antilles néerlandaises,,
706,,Antilles,Mer des,
707,Moselle ; France,Antilly ,,
708,Oise ; France,Antilly ,,
709,Turquie,Antioche ,,
710,Puy-de-Dôme ; France,Antoingt ,,
711,Dordogne ; France,Antonne-et-Trigonant ,,
712,Dordogne ; France,Antonne ,,
713,Belgique,Antwerpen ,,
714,Belgique,Anvers ,,
715,Côte d\'Ivoire,Anyama ,,
716,Nord ; France,Anzin ,,
717,Kien An ; Vietnam,An Duong ,,
718,Thua Thien ; Vietnam,An Duong ,,
719,Vietnam,An Giang,Province ,
720,Vietnam,An Luong ,,
721,Vietnam,An My Dong ,,
722,Vietnam,An Nhon ,,
723,Vietnam,An Nong ,,
724,Vietnam,An Phuoc ,,
725,Vietnam,An Quang ,,
726,Vietnam,An Thi ,,
727,Vietnam,An Trach ,,
728,Vietnam,An Truong ,,
729,Vietnam,An Xuan ,,
730,Algérie,Aokas ,,
731,Algérie,Aokas,Cap ,
732,Algérie,Aomar ,,
733,Italie,Aosta ,,
734,Italie,Aoste ,,
735,Éthiopie,Aouache,Cours d’eau ,
736,Éthiopie,Aouache,Vallée de l\ ,
737,Algérie,Aouaïd ,,
738,Tchad,Aouzou ,,
739,"Nouvelle-Calédonie, Île de la",Ao,Mine ,
740,Floride ; États-Unis,Apalaches,Territoire des ,
741,Floride ; États-Unis,Apalachicola,Cours d\eau ,
742,Floride ; États-Unis,Apalachicoly,Cours d\eau ,
743,Mississippi ; États-Unis,Apeka de l\Ouest ,,
744,Mississippi ; États-Unis,Apeka ,,
745,Louisiane ; États-Unis,Apeloussas,Territoire des ,
746,Canada,Apetepi,Lieu-dit ,
747,Bénin,Aplahoué ,,
748,États-Unis,Appalaches,Massif des ,
749,Floride ; États-Unis,Appalaches,Territoire des ,
750,Louisiane ; États-Unis,Appeloussas,Territoire des ,
751,Guyane française,Approuague/Kaw,Canal ,
752,Guyane française,Approuague,Cours d\eau ,
753,Guyane française,Approuague ,,
754,Vendée ; France,Apremont ,,
755,Ardèche ; France,Aps ,,
756,Vaucluse ; France,Apt ,,
757,Vietnam,Ap Bình Thạnh ,,
758,"Saint-Domingue, Île de",Aquin ,,
759,,Arabie Saoudite,,
760,,Arabie,Région géographique,
761,Tchad,Arada,Subdivision ,
762,Algérie,Arago ,,
763,Brésil,Araguari,Cours d\eau ,
764,Birmanie,Arakan,Royaume ,
765,Mali,Araouan ,,
766,Guyane française,Araoua,Cours d\eau ,
767,Algérie,Arbal ,,
768,Algérie,Arbaoun ,,
769,Algérie,Arbatache ,,
770,Algérie,Arba des Ouacifs ,,
771,Éthiopie,Arba Mintch ,,
772,Jura ; France,Arbois ,,
773,Vietnam,Arbre-Broyé ,,
774,Algérie,Arb El Goufi ,,
775,Algérie,Arb Guerguera ,,
776,Algérie,Arb Skikda ,,
777,Doubs ; France,Arc-et-Senans ,,
778,Doubs ; France,Arc-sous-Cicon ,,
779,Doubs ; France,Arc-sous-Montenot ,,
780,Côte-d\'Or ; France,Arc-sur-Tille ,,
781,Gironde ; France,Arcachon ,,
782,"Saint-Domingue, Île de",Arcahaie ,,
783,Deux-Sèvres ; France,Arçais ,,
784,Inde,Arcatte,Province ,
785,Inde,Archiouac ,,
786,Inde,Archiwack ,,
787,Gironde ; France,Arcins ,,
788,Aube ; France,Arcis-sur-Aube ,,
789,Hautes-Pyrénées ; France,Arcizac-ez-Angles ,,
790,Algérie,Arcole ,,
791,Doubs ; France,Arçon ,,
792,,Arctique,Océan,
793,Val-de-Marne ; France,Arcueil ,,
794,France,Ardèche,Département ,
795,France,Ardennes,Département ,
796,Ardèche ; France,Ardoix ,,
797,Bénin,Ardres,Royaume ,
798,"Porto Rico, Île",Arecibo ,,
799,Haute-Corse ; France,Aregno ,,
800,Texas ; États-Unis,Arenosa Creek,Cours d\eau ,
801,Espagne,Arens de Mar ,,
802,Espagne,Arenys de Mar ,,
803,Niger,Aréoua Rouaffi,Région géographique ,
804,Niger,Aréoua,Région géographique ,
805,Allier ; France,Arfeuilles ,,
806,Hautes-Pyrénées ; France,Argelès-Gazost ,,
807,Orne ; France,Argentan ,,
808,Canada,Argentenay,Fief ,
809,Canada,Argenteuil,Seigneurie ,
810,,Argentina,,
811,,Argentine,,
812,Savoie ; France,Argentine ,,
813,Indre ; France,Argenton-sur-Creuse ,,
814,Nigeria,Argoungou ,,
815,"Micoud ; Sainte-Lucie, Île",Argout ,,
816,France,Arguenon,Cours d\eau ,
817,Mauritanie,Arguin,Baie d\ ,
818,Mauritanie,Arguin,Île d\ ,
819,Nigeria,Argungu ,,
820,Inde,Ariancoupom ,,
821,Burkina Faso,Aribinda,Région géographique ,
822,Algérie,Aribs ,,
823,Algérie,Arib ,,
824,France,Ariège,Département ,
825,Jura ; France,Arinthod ,,
826,États-Unis,Arkansas,Cours d\eau ,
827,Arkansas ; États-Unis,Arkansas,Fort ,
828,Arkansas ; États-Unis,Arkansas,Poste ,
829,Arkansas ; États-Unis,Arkansas,Territoire des ,
830,Jura ; France,Arlay ,,
831,Pyrénées-Orientales ; France,Arles-sur-Tech ,,
832,Bouches-du-Rhône ; France,Arles ,,
833,France,Armagnac,Région géographique ,
834,Oise ; France,Armancourt ,,
835,Algérie,Armandy ,,
836,Pyrénées-Atlantiques ; France,Armendarits ,,
837,,Arménie,,
838,Aisne ; France,Armentières-sur-Ourcq ,,
839,Aisne ; France,Armentières ,,
840,Nord ; France,Armentières ,,
841,Meurthe-et-Moselle ; France,Arnaville ,,
842,"Guadeloupe, Île de la",Arnouville,Fief ,
843,Mali,Arouan ,,
844,Mauritanie,Aroueyite/Choum,Voie ferrée ,
845,Algérie,Arousse,Djebel ,
846,Essonne ; France,Arpajon ,,
847,Hautes-Pyrénées ; France,Arras-en-Lavedan ,,
848,Ardèche ; France,Arras-sur-Rhône ,,
849,Pas-de-Calais ; France,Arras ,,
850,Algérie,Arratch,Cours d\eau ,
851,Hautes-Pyrénées ; France,Arrens-Marsous ,,
852,Brésil,Arreswary,Cours d\eau ,
853,Algérie,Arrès ,,
854,Gard ; France,Arrigas ,,
855,Algérie,Arris ,,
856,Algérie,Arris,Arrondissement ,
857,Vietnam,Arroyo Chinois,Cours d\eau ,
858,Vietnam,Arroyo de l\Avalanche,Cours d\eau ,
859,Charente-Maritime ; France,Ars-en-Ré ,,
860,Inde,Arselar,Cours d\eau ,
861,Hautes-Pyrénées ; France,Arsizac-ez-Angles ,,
862,Meurthe-et-Moselle ; France,Art-sur-Meurthe ,,
863,Loiret ; France,Artenay ,,
864,Algérie,Arthur ,,
865,"Saint-Domingue, Île de",Artibonite,Cours d\eau ,
866,"Saint-Domingue, Île de",Artibonite,Plaine de l\ ,
867,"Saint-Domingue, Île de",Artibonite ,,
868,Canada,Artigoniche ,,
869,France,Artois,Région géographique ,
870,Aisne ; France,Artonges ,,
871,Puy-de-Dôme ; France,Artonne ,,
872,Antilles,Aruba,Île ,
873,Inde,Aryankuppam ,,
874,Algérie,Arzew ,,
875,Allemagne,Arzheim ,,
876,Morbihan ; France,Arzon ,,
877,Metropolis ; Illinois ; États-Unis,Ascension,Fort ,
878,Bas-Rhin ; France,Aschbach ,,
879,Ariège ; France,Ascou ,,
880,Ardennes ; France,Asfeld ,,
881,Algérie,Asfour ,,
882,Canada,Ash Island ,,
883,,Asie,,
884,,Asie du Sud-Est,Région géographique,
885,,Asie mineure,Région géographique,
886,Érythrée,Asmara ,,
887,Sarthe ; France,Asnières-sur-Vègre ,,
888,Haut-Rhin ; France,Aspach-le-Haut ,,
889,Haute-Garonne ; France,Aspet ,,
890,Panama,Aspinwall ,,
891,Hérault ; France,Aspiran ,,
892,Mauritanie,Assaba,Cercle ,
893,Érythrée,Assab ,,
894,Côte d\'Ivoire,Assagou ,,
895,Djibouti,Assal,Lac ,
896,Côte d\'Ivoire,Assikasso ,,
897,Texas ; États-Unis,Assinais,Territoire des ,
898,Côte d\'Ivoire,Assinie,Canal d\ ,
899,Côte d\'Ivoire,Assinie,Cercle ,
900,Côte d\'Ivoire,Assinie ,,
901,Algérie,Assi Ameur ,,
902,Algérie,Assi Ben Fereah ,,
903,Algérie,Assi Ben Okba ,,
904,Algérie,Assi Bou Nif ,,
905,Algérie,Assi El Gir ,,
906,Algérie,Assi Moussa Touïl ,,
907,Canada,Assomption,Cours d\eau ,
908,Memphis ; Tennessee ; États-Unis,Assomption,Fort ,
909,Canada,Assomption,Île de l\ ,
910,Cameroun,Assom,Lac ,
911,Hautes-Pyrénées ; France,Asté ,,
912,Italie,Asti ,,
913,Égypte,As Suways ,,
914,Bénin,Atacora,Cercle ,
915,Bénin,Atacora,Massif de l\ ,
916,Louisiane/Texas ; États-Unis,Atakapas,Territoire des ,
917,Bénin,Atakora,Massif de l\ ,
918,Togo,Atakpamé/Lomé,Voie ferrée ,
919,Togo,Atakpamé/Sansanné Mango,Voie ferrée ,
920,Togo,Atakpamé/Sokodé,Voie ferrée ,
921,Togo,Atakpamé,Cercle ,
922,Togo,Atakpamé ,,
923,Maroc,Atalayon ,,
924,Mauritanie,Atar ,,
925,Bénin,Atchéribé ,,
926,Grèce,Athènes ,,
927,Bénin,Athiémé ,,
928,Grèce,Athina ,,
929,Belgique,Ath ,,
930,Tchad,Ati,Subdivision ,
931,,Atlantique,Océan,
932,Algérie/Maroc,Atlas saharien,Massif de l\ ,
933,Côte d\'Ivoire,Attakrou ,,
934,Algérie,Attalten ,,
935,Laos,Attapu ,,
936,Algérie,Attatba ,,
937,Algérie,Attia,Commune mixte ,
938,Vosges ; France,Attigny ,,
939,Togo,Attitogon ,,
940,Laos/Vietnam,Attopeu/Qui Nhon,Voie ferrée ,
941,Laos,Attopeu ,,
942,Laos,Attopeu,Province ,
943,Algérie,Attouch ,,
944,Bouches-du-Rhône ; France,Aubagne ,,
945,Ardèche ; France,Aubenas ,,
946,Aisne ; France,Aubenton ,,
947,Seine-Maritime ; France,Auberville-la-Campagne ,,
948,Seine-Maritime ; France,Auberville-la-Manuel ,,
949,Seine-Maritime ; France,Auberville-la-Renault ,,
950,Seine-Maritime ; France,Auberville-sur-Eaulne ,,
951,Seine-Maritime ; France,Auberville-sur-Yères ,,
952,Calvados ; France,Auberville ,,
953,Seine-Maritime ; France,Auberville ,,
954,Seine-Saint-Denis ; France,Aubervilliers ,,
955,Charente ; France,Aubeterre-sur-Dronne ,,
956,Charente ; France,Aubeville ,,
957,France,Aube,Département ,
958,Gers ; France,Aubiet ,,
959,Nord ; France,Aubigny-au-Bac ,,
960,Aisne ; France,Aubigny-aux-Kaisnes ,,
961,Pas-de-Calais ; France,Aubigny-en-Artois ,,
962,Aisne ; France,Aubigny-en-Laonnois ,,
963,Côte-d\'Or ; France,Aubigny-en-Plaine ,,
964,Côte-d\'Or ; France,Aubigny-la-Ronce ,,
965,Ardennes ; France,Aubigny-les-Pothées ,,
966,Côte-d\'Or ; France,Aubigny-lès-Sombernon ,,
967,Haute-Marne ; France,Aubigny-sur-Badin ,,
968,Cher ; France,Aubigny-sur-Nère ,,
969,Allier ; France,Aubigny ,,
970,Aube ; France,Aubigny ,,
971,Calvados ; France,Aubigny ,,
972,Deux-Sèvres ; France,Aubigny ,,
973,Somme ; France,Aubigny ,,
974,Vendée ; France,Aubigny ,,
975,France,Aubrac,Plateau de l’ ,
976,Creuse ; France,Aubusson ,,
977,Gers ; France,Auch ,,
978,France,Aude,Département ,
979,Doubs ; France,Audincourt ,,
980,Côte d\'Ivoire,Audoin ,,
981,Ariège ; France,Audressein ,,
982,Meurthe-et-Moselle ; France,Audun-le-Roman ,,
983,Puy-de-Dôme ; France,Augerolles ,,
984,Dordogne ; France,Augignac ,,
985,Algérie,Auguste-Comte ,,
986,Algérie,Aumale ,,
987,Algérie,Aumale,Arrondissement ,
988,Algérie,Aumale,Cercle ,
989,Algérie,Aumale,Commune mixte ,
990,Algérie,Aumale,Département ,
991,Gabon,Aumale,Fort ,
992,Seine-Maritime ; France,Aumale ,,
993,Algérie,Aumale,Subdivision ,
994,Moselle ; France,Aumetz ,,
995,France,Aunis,Région géographique ,
996,Morbihan ; France,Auray ,,
997,Haute-Loire ; France,Aurec-sur-Loire ,,
998,Haute-Loire ; France,Aurec ,,
999,Hautes-Pyrénées ; France,Aureilhan ,,
1000,Algérie,Aurès,Commune mixte ,
1001,Algérie,Aurès,Département ,
1002,Algérie,Aurès,Massif de l\ ,
1003,Algérie,Auribeau ,,
1004,Cantal ; France,Aurillac ,,
1005,Bouches-du-Rhône ; France,Auriol ,,
1006,Bouches-du-Rhône ; France,Aurons ,,
1007,Gironde ; France,Auros ,,
1008,,Aussac-Vadalle,,
1009,Charente ; France,Aussac ,,
1010,Tarn ; France,Aussillon ,,
1011,,Austral,Océan,
1012,Oise ; France,Auteuil ,,
1013,Yvelines ; France,Auteuil ,,
1014,France,Authion,Cours d\eau ,
1015,Vosges ; France,Autigny-la-Tour ,,
1016,Isère ; France,Autrans ,,
1017,Vosges ; France,Autreville ,,
1018,,Autriche,,
1019,Loiret ; France,Autruy-sur-Juine ,,
1020,Ardennes ; France,Autry ,,
1021,Saône-et-Loire ; France,Autun ,,
1022,France,Auvergne,Région géographique ,
1023,Calvados ; France,Auvillars ,,
1024,Tarn-et-Garonne ; France,Auvillar ,,
1025,Yonne ; France,Auxerre ,,
1026,France,Auxerrois,Région géographique ,
1027,Côte-d’Or ; France,Auxonne ,,
1028,Ariège ; France,Auzat ,,
1029,Cantal ; France,Auzers ,,
1030,Côte d\'Ivoire,Avagou ,,
1031,Vienne ; France,Availles-en-Châtellerault ,,
1032,Vienne ; France,Availles ,,
1033,Yonne ; France,Avallon ,,
1034,Hautes-Alpes ; France,Avançon ,,
1035,Birmanie,Ava,Royaume ,
1036,Nord ; France,Avesnes-les-Aubert ,,
1037,Nord ; France,Avesnes-sur-Helpe ,,
1038,Antilles,Aves,Île des ,
1039,Togo,Avévé ,,
1040,France,Aveyron,Département ,
1041,Vaucluse ; France,Avignon ,,
1042,Marne ; France,Avize ,,
1043,Manche ; France,Avranches ,,
1044,Oise ; France,Avrigny ,,
1045,Vendée ; France,Avrillé ,,
1046,Éthiopie,Awash,Cours d’eau ,
1047,Éthiopie,Awash,Vallée de l\ ,
1048,Ariège ; France,Ax-les-Thermes ,,
1049,Ariège ; France,Ax ,,
1050,Algérie,Ayades ,,
1051,Côte d\'Ivoire,Ayamé ,,
1052,Mississippi ; États-Unis,Ayanabé ,,
1053,Corrèze ; France,Ayen ,,
1054,Guyane française,Ayeproto,Îlet ,
1055,Pas-de-Calais ; France,Ayette ,,
1056,Gironde ; France,Ayguemorte-les-Graves ,,
1057,Gabon,Ayina,Cours d\eau ,
1058,Hautes-Pyrénées ; France,Ayné ,,
1059,Mauritanie,Ayoun El Atrouss ,,
1060,Cantal ; France,Ayrens ,,
1061,Côte d\'Ivoire,Azaguié ,,
1062,Deux-Sèvres ; France,Azais ,,
1063,Niger,Azaoua,Région géographique ,
1064,"Nouvelle-Calédonie, Île de la",Azareu ,,
1065,Deux-Sèvres ; France,Azay-le-Brûlé ,,
1066,Deux-Sèvres ; France,Azay ,,
1067,Algérie,Azazga ,,
1068,Algérie,Azazga,Arrondissement ,
1069,Gabon,Aza ,,
1070,Algérie,Azeba ,,
1071,Algérie,Azeffoun ,,
1072,Algérie,Azeffoun,Commune mixte ,
1073,Algérie,Azel En Noura ,,
1074,Creuse ; France,Azerables ,,
1075,,Azerbaïdjan,,
1076,Algérie,Azerou M\Bechar ,,
1077,Loir-et-Cher ; France,Azé ,,
1078,Mayenne ; France,Azé ,,
1079,Saône-et-Loire ; France,Azé ,,
1080,Algérie,Azib Aillaud ,,
1081,Algérie,Azib Zamoun ,,
1082,Maroc,Azilal ,,
1083,Algérie,Aziz Ben Tellis ,,
1084,Algérie,Aziz ,,
1085,Gabon,Azombé ,,
1086,Algérie,Azrou M\Bechar ,,
1087,Cher ; France,Azy ,,
1088,Corse-du-Sud ; France,Azzana ,,
1089,Algérie,Azzazba ,,
1090,Soudan,Az Zaghawah,Région géographique ,
1091,Libye,Az Zawiyah ,,
1092,Liban,Baalbek ,,
1093,Sénégal,Babagueye,Île ,
1094,Sénégal,Babagué,Île ,
1095,Algérie,Babar ,,
1096,Sénégal,Baba Garage ,,
1097,Algérie,Baba Hassen ,,
1098,Algérie,Babor ,,
1099,République centrafricaine,Baboua,Subdivision ,
1100,Alger ; Algérie,Bab Azoun,Quartier ,
1101,Algérie,Bab El Assa ,,
1102,,Bab El Mandeb,Détroit de,
1103,Alger ; Algérie,Bab El Oued,Quartier ,
1104,Meurthe-et-Moselle ; France,Baccarat ,,
1105,Canada,"Bacchus,Île de ",,
1106,Vietnam,Bach Dang,Cours d\eau ,
1107,Vietnam,Bach Hac ,,
1108,Vietnam,Bach Mai ,,
1109,Sénégal,Backel ,,
1110,Brazzaville ; République du Congo,Bacongo,Quartier ,
1111,Guinée,Bacoundji,Région géographique ,
1112,"Bourail ; Nouvelle-Calédonie, Île de la",Bacouya ,,
1113,Eure ; France,Bacqueville ,,
1114,Vietnam,Bac Giang,Province ,
1115,Vietnam,Bac Giang ,,
1116,Vietnam,Bac Kan,Province ,
1117,Vietnam,Bac Kan ,,
1118,Vietnam,Bac Le ,,
1119,Vietnam,Bac Lieu/Ca Mau,Route ,
1120,Vietnam,Bac Lieu,Province ,
1121,Vietnam,Bac Lieu ,,
1122,Vietnam,Bac Ninh,Province ,
1123,Vietnam,Bac Ninh ,,
1124,Vietnam,Bac Quang ,,
1125,Nigeria,Badagry ,,
1126,Allemagne,Baden Oos ,,
1127,,Baden,Grand duché,
1128,,Bade,Grand duché,
1129,Guinée,Badiar,Région géographique ,
1130,Côte d\'Ivoire,Badikaha ,,
1131,Guinée,Badi,Cours d\eau ,
1132,République centrafricaine,Badjongo ,,
1133,Sénégal,Badon,Région géographique ,
1134,Cayenne ; Guyane française,Baduel ,,
1135,Mali,Badumbé ,,
1136,Sénégal,Bady ,,
1137,Allemagne,Bad Krozingen ,,
1138,Cameroun,Bafang/Bafoussam,Route ,
1139,Cameroun,Bafang/Bonabéri,Route ,
1140,Cameroun,Bafang ,,
1141,Liberia,Baffou ,,
1142,Cameroun,Bafia ,,
1143,Cameroun,Bafia,Circonscription ,
1144,Togo,Bafilo ,,
1145,Mali,Bafing Makhana ,,
1146,Guinée/Mali,Bafing,Cours d\eau ,
1147,Mali,Bafing,Région géographique ,
1148,Mali,Bafoulabé/Kayes,Voie ferrée ,
1149,Mali,Bafoulabé,Cercle ,
1150,Mali,Bafoulabé ,,
1151,Cameroun,Bafoussam ,,
1152,Liberia,Bafu Bay Town ,,
1153,Gard ; France,Bagard ,,
1154,Guinée,Bagataye,Région géographique ,
1155,Irak,Bagdad ,,
1156,Ain ; France,Bâgé-le-Châtel ,,
1157,Algérie,Baghaï ,,
1158,Algérie,Baghlia ,,
1159,Hautes-Pyrénées ; France,Bagnères-de-Bigorre ,,
1160,Haute-Garonne ; France,Bagnères-de-Luchon ,,
1161,Hautes-Pyrénées ; France,Bagnères ,,
1162,Hauts-de-Seine ; France,Bagneux ,,
1163,Mali,Bagniakadougou,Région géographique ,
1164,Gard ; France,Bagnols-sur-Cèze ,,
1165,Mali,Bagouko ,,
1166,Ille-et-Vilaine ; France,Baguer-Morvan ,,
1167,Mali,Baguinéda ,,
1168,Mali,Baguinta ,,
1169,"Luzon, Île",Baguio ,,
1170,Tchad,Baguirmi,Circonscription ,
1171,Tchad,Baguirmi,Région géographique ,
1172,Manche ; France,Bahais ,,
1173,,Bahamas,Archipel des,
1174,Floride ; États-Unis,Bahama,Canal de ,
1175,Brésil,Bahia ,,
1176,Inde,Bahoor ,,
1177,Inde,Bahour ,,
1178,Soudan du Sud,Bahr El Ghazal,Région géographique ,
1179,Tchad,Bahr El Ghazal,Région géographique ,
1180,Tchad,Bahr Sara,Cercle ,
1181,République centrafricaine/Tchad,Bahr Sara,Cours d\eau ,
1182,Tchad,Baïbokoum,Subdivision ,
1183,Canada,Baie-Forteau ,,
1184,"Guadeloupe, Île de la",Baie-Mahault ,,
1185,"Terre-Neuve, Île de",Baie Blanche ,,
1186,"Saint-Martin, Île",Baie Cole,Anse ,
1187,"Sainte-Anne ; Martinique, Île de la",Baie des Anglais,Habitation ,
1188,,Baie de Massachusetts,Colonie britannique,
1189,Mauritanie,Baie du Lévrier,Cercle ,
1190,Canada,Baie Française ,,
1191,Canada,Baie Verte ,,
1192,"Baillif ; Guadeloupe, Île de la",Baillif-d\en-Bas,Habitation ,
1193,"Guadeloupe, Île de la",Baillif/Basse-Terre,Route ,
1194,"Guadeloupe, Île de la",Baillif,Cours d\eau ,
1195,"Guadeloupe, Île de la",Baillif ,,
1196,"Les Abymes ; Guadeloupe, Île de la",Baimbridge ,,
1197,Ille-et-Vilaine ; France,Bain-de-Bretagne ,,
1198,Algérie,Baïnem ,,
1199,"Saint-Domingue, Île de",Bainet ,,
1200,Haute-Loire ; France,Bains ,,
1201,Ille-et-Vilaine ; France,Bain ,,
1202,Nord ; France,Baives ,,
1203,Vietnam,Bai Duong ,,
1204,Vietnam,Bai Thuong ,,
1205,Nigeria,Bajibo ,,
1206,République centrafricaine,Bakala,Subdivision ,
1207,Cambodge,Bakan ,,
1208,Algérie,Bakara,Cours d\eau ,
1209,Sénégal,Bakel,Cercle ,
1210,Sénégal,Bakel ,,
1211,République du Congo,Bakongos,Circonscription ,
1212,République centrafricaine,Bakouma,Subdivision ,
1213,Azerbaïdjan,Bakou ,,
1214,Guinée/Mali,Bakoy,Cours d\eau ,
1215,"Nouvelle-Calédonie, Île de la",Balade ,,
1216,Inde,Balasore ,,
1217,Ardèche ; France,Balazuc ,,
1218,Sénégal,Bala ,,
1219,Loire ; France,Balbigny ,,
1220,,Baléares,Îles,
1221,Inde,Baleshwar ,,
1222,Guinée,Baleya,Région géographique ,
1223,Suisse,Bâle ,,
1224,Cameroun,Balgué ,,
1225,Europe,Balkans,Région géographique ,
1226,Essonne ; France,Ballancourt-sur-Essonne ,,
1227,Haut-Rhin ; France,Ballersdorf ,,
1228,Saône-et-Loire ; France,Ballore ,,
1229,Sénégal,Balmadou,Région géographique ,
1230,Maryland ; États-Unis,Baltimore ,,
1231,,Baltique,Mer,
1232,Sénégal,Bamaki ,,
1233,Mali,Bamako/Bougouni,Route ,
1234,Mali,Bamako/Bougouni,Voie ferrée ,
1235,Mali,Bamako/Ségou,Route ,
1236,Mali,Bamako,Cercle ,
1237,Mali,Bamako ,,
1238,République centrafricaine,Bambari ,,
1239,République centrafricaine,Bambari,Subdivision ,
1240,République centrafricaine,Bambassa ,,
1241,Guinée,Bambaya ,,
1242,République du Congo,Bamba,Montagne ,
1243,Sénégal,Bambey ,,
1244,Mali,Bambougou,Région géographique ,
1245,Mali,Bambouk,Région géographique ,
1246,Cameroun,Bamiléké,Circonscription ,
1247,République centrafricaine/Tchad,Bamingui,Cours d\eau ,
1248,République centrafricaine,Bamingui,Poste ,
1249,Côte d\'Ivoire,Bamoro ,,
1250,Cameroun,Bamoun,Circonscription ,
1251,République du Congo,Bamou,Île ,
1252,Somalie,Banaadir,Région géographique ,
1253,Mali,Banamba ,,
1254,"Guadeloupe, Île de la",Bananiers,Cours d\eau ,
1255,"Capesterre-Belle-Eau ; Guadeloupe, Île de la",Bananier ,,
1256,"Guadeloupe, Île de la",Bananier,Cours d\eau ,
1257,Mali,Banankoro ,,
1258,Lozère ; France,Banassac ,,
1259,Bénin,Bana ,,
1260,Cameroun,Bana ,,
1261,"Indonésie, Archipel d\'",Banca,Île de ,
1262,"Le Carbet ; Martinique, Île de la",Banchereau,Habitation ,
1263,Mauritanie,Banc d\Arguin,Région géographique ,
1264,Côte d\'Ivoire,Bandama Rouge,Cours d\eau ,
1265,Côte d\'Ivoire,Bandama,Cours d\eau ,
1266,Iran,Bandarabassi ,,
1267,Iran,Bandar\Abbas ,,
1268,Gabon,Banda,Pointe ,
1269,Guinée,Bandéa ,,
1270,Mali,Bandiagara,Cercle ,
1271,Mali,Bandiagara ,,
1272,Sénégal,Bandiala,Cours d\eau ,
1273,Gabon,Bandjabis,Circonscription ,
1274,Var ; France,Bandol ,,
1275,"Java, Île de",Bandung ,,
1276,Burkina Faso,Banfora ,,
1277,Burkina Faso,Banfora,Cercle ,
1278,Thaïlande,Bangary ,,
1279,République centrafricaine,Bangassou ,,
1280,République centrafricaine,Bangassou,Subdivision ,
1281,"Indonésie, Archipel d\'",Bangka,Île de ,
1282,Thaïlande,Bangkok ,,
1283,,Bangladesh,,
1284,Vietnam,Bangoi ,,
1285,Morbihan ; France,Bangor ,,
1286,République centrafricaine,Bangui/Batangafo,Voie ferrée ,
1287,République centrafricaine,Bangui/Fort-Crampel,Voie ferrée ,
1288,République centrafricaine,Bangui/Fort-Sibut,Route ,
1289,République centrafricaine/Tchad,Bangui/Tchad,Voie ferrée ,
1290,République centrafricaine/Cameroun,Bangui/Yaoundé,Route ,
1291,République centrafricaine,Bangui,Cours d\eau ,
1292,République centrafricaine,Bangui ,,
1293,République centrafricaine,Bangui,Subdivision ,
1294,Vietnam,Bang An ,,
1295,Guinée,Banian/Faranah,Route ,
1296,Guinée,Banian/Sangardo,Route ,
1297,République centrafricaine,Bania ,,
1298,Bénin,Banikoara ,,
1299,Hautes-Pyrénées ; France,Banios ,,
1300,Bénin,Baniquara,Région géographique ,
1301,Mali,Bani,Cours d\eau ,
1302,Gambie,Banjul ,,
1303,"Indonésie, Archipel d\'",Banka,Île de ,
1304,Finistère ; France,Bannalec ,,
1305,Haute-Marne ; France,Bannes ,,
1306,Lot ; France,Bannes ,,
1307,Marne ; France,Bannes ,,
1308,Mayenne ; France,Bannes ,,
1309,Ardèche ; France,Banne ,,
1310,Seine-et-Marne ; France,Bannost-Villegagnon ,,
1311,Seine-et-Marne ; France,Bannost ,,
1312,Cameroun,Banoko,Baie ,
1313,Cameroun,Banoko ,,
1314,"Java, Île de",Bantam ,,
1315,Bénin,Banté ,,
1316,Cameroun,Banyo/Foumban,Route ,
1317,Cameroun,Banyo ,,
1318,Pyrénées-Orientales ; France,Banyuls-dels-Aspres ,,
1319,Pyrénées-Orientales ; France,Banyuls-sur-Mer ,,
1320,Laos,Ban Ban,Plaine de ,
1321,Vietnam,Ban Co ,,
1322,Vietnam,Ban Cung,Cours d\eau ,
1323,Vietnam,Ban Giang ,,
1324,Vietnam,Ban Gian ,,
1325,Vietnam,Ban Keo ,,
1326,Laos,Ban Ke ,,
1327,Laos,Ban Khammouan ,,
1328,Vietnam,Ban Me Thuot ,,
1329,Laos,Ban Mouang ,,
1330,Laos,Ban Muang Ou Nua ,,
1331,Laos,Ban Na Phao ,,
1332,Laos,Ban Na ,,
1333,Laos,Ban Phôntieu ,,
1334,Vietnam,Ban Yen Nhan ,,
1335,Bénin,Baodjo ,,
1336,Sénégal,Baol,Cercle ,
1337,Sénégal,Baol,Région géographique ,
