,Administration,NAME,Type,titre,titre_encoded,IREL_url,Coordonnees,latitude,longitude,Administration_bis,Lieu-dit_bis,placeName
249,Algérie,Aïn El Ksar,Commune mixte ,Aïn El KsarCommune mixte (Algérie),A%C3%AFn%20El%20KsarCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20El%20KsarCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,,Algérie
250,Algérie,Aïn El Melh ,,Aïn El Melh (Algérie),A%C3%AFn%20El%20Melh%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20El%20Melh%20%28Alg%C3%A9rie%29,34.8415 4.1638,34.8415,4.1638,,,Algérie
252,Algérie,Aïn El Turk ,,Aïn El Turk (Algérie),A%C3%AFn%20El%20Turk%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20El%20Turk%20%28Alg%C3%A9rie%29,35.7421 -0.7487,35.7421,-0.7487,,,Algérie
253,Algérie,Aïn Embarka ,,Aïn Embarka (Algérie),A%C3%AFn%20Embarka%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Embarka%20%28Alg%C3%A9rie%29,,,,,,Algérie
254,Algérie,Aïn Enchir Rayan ,,Aïn Enchir Rayan (Algérie),A%C3%AFn%20Enchir%20Rayan%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Enchir%20Rayan%20%28Alg%C3%A9rie%29,36.4157 7.2929,36.4157,7.2929,,,Algérie
255,Algérie,Aïn Fakroun ,,Aïn Fakroun (Algérie),A%C3%AFn%20Fakroun%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Fakroun%20%28Alg%C3%A9rie%29,35.9711 6.8737,35.9711,6.8737,,,Algérie
256,Algérie,Aïn Farès ,,Aïn Farès (Algérie),A%C3%AFn%20Far%C3%A8s%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Far%C3%A8s%20%28Alg%C3%A9rie%29,35.4805 0.2454,35.4805,0.2454,,,Algérie
257,Algérie,Aïn Fesguia ,,Aïn Fesguia (Algérie),A%C3%AFn%20Fesguia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Fesguia%20%28Alg%C3%A9rie%29,36.0018 6.6438,36.0018,6.6438,,,Algérie
258,Algérie,Aïn Fezza ,,Aïn Fezza (Algérie),A%C3%AFn%20Fezza%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Fezza%20%28Alg%C3%A9rie%29,34.8778 -1.2336,34.8778,-1.2336,,,Algérie
259,Algérie,Aïn Fouka ,,Aïn Fouka (Algérie),A%C3%AFn%20Fouka%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Fouka%20%28Alg%C3%A9rie%29,36.6621 2.7422,36.6621,2.7422,,,Algérie
260,Algérie,Aïn Fourchi ,,Aïn Fourchi (Algérie),A%C3%AFn%20Fourchi%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Fourchi%20%28Alg%C3%A9rie%29,35.9953 6.5788,35.9953,6.5788,,,Algérie
262,Algérie,Aïn Ghrour ,,Aïn Ghrour (Algérie),A%C3%AFn%20Ghrour%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Ghrour%20%28Alg%C3%A9rie%29,,,,,,Algérie
263,Algérie,Aïn Gourmat ,,Aïn Gourmat (Algérie),A%C3%AFn%20Gourmat%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Gourmat%20%28Alg%C3%A9rie%29,,,,,,Algérie
264,Algérie,Aïn Guerfa ,,Aïn Guerfa (Algérie),A%C3%AFn%20Guerfa%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Guerfa%20%28Alg%C3%A9rie%29,36.2132 6.6156,36.2132,6.6156,,,Algérie
265,Algérie,Aïn Guettar ,,Aïn Guettar (Algérie),A%C3%AFn%20Guettar%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Guettar%20%28Alg%C3%A9rie%29,36.1704 8.0387,36.1704,8.0387,,,Algérie
266,Algérie,Aïn Haddada ,,Aïn Haddada (Algérie),A%C3%AFn%20Haddada%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Haddada%20%28Alg%C3%A9rie%29,36.0714 6.5839,36.0714,6.5839,,,Algérie
267,Algérie,Aïn Hassainia ,,Aïn Hassainia (Algérie),A%C3%AFn%20Hassainia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Hassainia%20%28Alg%C3%A9rie%29,36.4157 7.2929,36.4157,7.2929,,,Algérie
268,Algérie,Aïn Igni ,,Aïn Igni (Algérie),A%C3%AFn%20Igni%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Igni%20%28Alg%C3%A9rie%29,35.6333 6.4167,35.6333,6.4167,,,Algérie
269,Algérie,Aïn Kebira ,,Aïn Kebira (Algérie),A%C3%AFn%20Kebira%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kebira%20%28Alg%C3%A9rie%29,36.3678 5.5046,36.3678,5.5046,,,Algérie
270,Algérie,Aïn Kebir ,,Aïn Kebir (Algérie),A%C3%AFn%20Kebir%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kebir%20%28Alg%C3%A9rie%29,36.6628 8.3742,36.6628,8.3742,,,Algérie
271,Algérie,Aïn Kechera ,,Aïn Kechera (Algérie),A%C3%AFn%20Kechera%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kechera%20%28Alg%C3%A9rie%29,36.7484 6.4324,36.7484,6.4324,,,Algérie
272,Algérie,Aïn Kercha ,,Aïn Kercha (Algérie),A%C3%AFn%20Kercha%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kercha%20%28Alg%C3%A9rie%29,35.9247 6.6953,35.9247,6.6953,,,Algérie
273,Algérie,Aïn Kerma ,,Aïn Kerma (Algérie),A%C3%AFn%20Kerma%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kerma%20%28Alg%C3%A9rie%29,36.4244 6.4725,36.4244,6.4725,,,Algérie
274,Algérie,Aïn Kermes ,,Aïn Kermes (Algérie),A%C3%AFn%20Kermes%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kermes%20%28Alg%C3%A9rie%29,34.9082 1.1081,34.9082,1.1081,,,Algérie
275,Algérie,Aïn Kétone ,,Aïn Kétone (Algérie),A%C3%AFn%20K%C3%A9tone%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20K%C3%A9tone%20%28Alg%C3%A9rie%29,36.4137 7.6167,36.4137,7.6167,,,Algérie
276,Algérie,Aïn Khalfoun ,,Aïn Khalfoun (Algérie),A%C3%AFn%20Khalfoun%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Khalfoun%20%28Alg%C3%A9rie%29,36.1761 5.3384,36.1761,5.3384,,,Algérie
277,Algérie,Aïn Khiar ,,Aïn Khiar (Algérie),A%C3%AFn%20Khiar%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Khiar%20%28Alg%C3%A9rie%29,36.8027 8.3330,36.8027,8.3330,,,Algérie
278,Algérie,Aïn Kial ,,Aïn Kial (Algérie),A%C3%AFn%20Kial%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kial%20%28Alg%C3%A9rie%29,35.2026 -1.1986,35.2026,-1.1986,,,Algérie
279,Algérie,Aïn Kihal ,,Aïn Kihal (Algérie),A%C3%AFn%20Kihal%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Kihal%20%28Alg%C3%A9rie%29,35.2026 -1.1986,35.2026,-1.1986,,,Algérie
280,Algérie,Aïn Lahdjar ,,Aïn Lahdjar (Algérie),A%C3%AFn%20Lahdjar%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Lahdjar%20%28Alg%C3%A9rie%29,35.9386 5.5392,35.9386,5.5392,,,Algérie
281,Algérie,Aïn Lahma ,,Aïn Lahma (Algérie),A%C3%AFn%20Lahma%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Lahma%20%28Alg%C3%A9rie%29,,,,,,Algérie
282,Algérie,Aïn Laloui ,,Aïn Laloui (Algérie),A%C3%AFn%20Laloui%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Laloui%20%28Alg%C3%A9rie%29,36.3212 3.7459,36.3212,3.7459,,,Algérie
283,Algérie,Aïn Lechiakh ,,Aïn Lechiakh (Algérie),A%C3%AFn%20Lechiakh%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Lechiakh%20%28Alg%C3%A9rie%29,36.1573 2.4053,36.1573,2.4053,,,Algérie
284,Algérie,Aïn Mader ,,Aïn Mader (Algérie),A%C3%AFn%20Mader%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Mader%20%28Alg%C3%A9rie%29,35.6236 6.3706,35.6236,6.3706,,,Algérie
285,Algérie,Aïn Mahdi ,,Aïn Mahdi (Algérie),A%C3%AFn%20Mahdi%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Mahdi%20%28Alg%C3%A9rie%29,33.7956 2.3052,33.7956,2.3052,,,Algérie
286,Algérie,Aïn Makhlouf ,,Aïn Makhlouf (Algérie),A%C3%AFn%20Makhlouf%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Makhlouf%20%28Alg%C3%A9rie%29,36.2447 7.2506,36.2447,7.2506,,,Algérie
287,Algérie,Aïn Malah ,,Aïn Malah (Algérie),A%C3%AFn%20Malah%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Malah%20%28Alg%C3%A9rie%29,,,,,,Algérie
288,Algérie,Aïn Mazuella ,,Aïn Mazuella (Algérie),A%C3%AFn%20Mazuella%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Mazuella%20%28Alg%C3%A9rie%29,35.6794 6.3652,35.6794,6.3652,,,Algérie
289,Algérie,Aïn Melah ,,Aïn Melah (Algérie),A%C3%AFn%20Melah%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Melah%20%28Alg%C3%A9rie%29,34.8415 4.1638,34.8415,4.1638,,,Algérie
290,Algérie,Aïn Melouk ,,Aïn Melouk (Algérie),A%C3%AFn%20Melouk%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Melouk%20%28Alg%C3%A9rie%29,36.2755 6.1785,36.2755,6.1785,,,Algérie
291,Algérie,Aïn Merane ,,Aïn Merane (Algérie),A%C3%AFn%20Merane%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Merane%20%28Alg%C3%A9rie%29,36.1628 0.9704,36.1628,0.9704,,,Algérie
292,Algérie,Aïn Mimoun ,,Aïn Mimoun (Algérie),A%C3%AFn%20Mimoun%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Mimoun%20%28Alg%C3%A9rie%29,,,,,,Algérie
293,Algérie,Aïn Mokra ,,Aïn Mokra (Algérie),A%C3%AFn%20Mokra%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Mokra%20%28Alg%C3%A9rie%29,36.8353 7.4533,36.8353,7.4533,,,Algérie
294,Algérie,Aïn Mokra,Commune mixte ,Aïn MokraCommune mixte (Algérie),A%C3%AFn%20MokraCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20MokraCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,,Algérie
295,Algérie,Aïn Mouder ,,Aïn Mouder (Algérie),A%C3%AFn%20Mouder%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Mouder%20%28Alg%C3%A9rie%29,36.8558 3.8567,36.8558,3.8567,,,Algérie
296,Algérie,Aïn M\'Lila ,,Aïn M\Lila (Algérie),A%C3%AFn%20M%5CLila%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20M%5CLila%20%28Alg%C3%A9rie%29,,,,,,Algérie
297,Algérie,Aïn M\'Lila,Arrondissement ,Aïn M\LilaArrondissement (Algérie),A%C3%AFn%20M%5CLilaArrondissement%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20M%5CLilaArrondissement%20%28Alg%C3%A9rie%29,,,,,,Algérie
298,Algérie,Aïn M\'Lila,Commune mixte ,Aïn M\LilaCommune mixte (Algérie),A%C3%AFn%20M%5CLilaCommune%20mixte%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20M%5CLilaCommune%20mixte%20%28Alg%C3%A9rie%29,,,,,,Algérie
299,Algérie,Aïn Naga ,,Aïn Naga (Algérie),A%C3%AFn%20Naga%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Naga%20%28Alg%C3%A9rie%29,34.6888 6.0904,34.6888,6.0904,,,Algérie
300,Algérie,Aïn Nechma ,,Aïn Nechma (Algérie),A%C3%AFn%20Nechma%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Nechma%20%28Alg%C3%A9rie%29,36.7792 7.2913,36.7792,7.2913,,,Algérie
301,Algérie,Aïn Nouissy ,,Aïn Nouissy (Algérie),A%C3%AFn%20Nouissy%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Nouissy%20%28Alg%C3%A9rie%29,35.8043 0.0453,35.8043,0.0453,,,Algérie
302,Algérie,Aïn N\'Sara ,,Aïn N\Sara (Algérie),A%C3%AFn%20N%5CSara%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20N%5CSara%20%28Alg%C3%A9rie%29,,,,,,Algérie
303,Algérie,Aïn Oulmene ,,Aïn Oulmene (Algérie),A%C3%AFn%20Oulmene%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Oulmene%20%28Alg%C3%A9rie%29,35.9230 5.2960,35.9230,5.2960,,,Algérie
304,Algérie,Aïn Oumata ,,Aïn Oumata (Algérie),A%C3%AFn%20Oumata%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Oumata%20%28Alg%C3%A9rie%29,35.3333 -0.6000,35.3333,-0.6000,,,Algérie
305,Algérie,Aïn Oum El Alleug ,,Aïn Oum El Alleug (Algérie),A%C3%AFn%20Oum%20El%20Alleug%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Oum%20El%20Alleug%20%28Alg%C3%A9rie%29,36.5344 3.6828,36.5344,3.6828,,,Algérie
306,Algérie,Aïn Oussara ,,Aïn Oussara (Algérie),A%C3%AFn%20Oussara%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Oussara%20%28Alg%C3%A9rie%29,35.4514 2.9058,35.4514,2.9058,,,Algérie
307,Algérie,Aïn Regada ,,Aïn Regada (Algérie),A%C3%AFn%20Regada%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Regada%20%28Alg%C3%A9rie%29,36.2594 7.0739,36.2594,7.0739,,,Algérie
308,Algérie,Aïn Rhoul ,,Aïn Rhoul (Algérie),A%C3%AFn%20Rhoul%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Rhoul%20%28Alg%C3%A9rie%29,,,,,,Algérie
309,Algérie,Aïn Rich ,,Aïn Rich (Algérie),A%C3%AFn%20Rich%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Rich%20%28Alg%C3%A9rie%29,34.6750 4.0896,34.6750,4.0896,,,Algérie
310,Algérie,Aïn Rihana ,,Aïn Rihana (Algérie),A%C3%AFn%20Rihana%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Rihana%20%28Alg%C3%A9rie%29,36.5127 7.4236,36.5127,7.4236,,,Algérie
311,Algérie,Aïn Romana ,,Aïn Romana (Algérie),A%C3%AFn%20Romana%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Romana%20%28Alg%C3%A9rie%29,36.4207 2.7116,36.4207,2.7116,,,Algérie
312,Algérie,Aïn Roua ,,Aïn Roua (Algérie),A%C3%AFn%20Roua%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Roua%20%28Alg%C3%A9rie%29,36.3333 5.1833,36.3333,5.1833,,,Algérie
313,Algérie,Aïn Sabra ,,Aïn Sabra (Algérie),A%C3%AFn%20Sabra%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Sabra%20%28Alg%C3%A9rie%29,34.8274 -1.5283,34.8274,-1.5283,,,Algérie
314,Algérie,Aïn Sefia ,,Aïn Sefia (Algérie),A%C3%AFn%20Sefia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Sefia%20%28Alg%C3%A9rie%29,36.1654 5.3907,36.1654,5.3907,,,Algérie
315,Algérie,Aïn Sefra ,,Aïn Sefra (Algérie),A%C3%AFn%20Sefra%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Sefra%20%28Alg%C3%A9rie%29,32.7500 -0.5833,32.7500,-0.5833,,,Algérie
316,Algérie,Aïn Sefra,Arrondissement ,Aïn SefraArrondissement (Algérie),A%C3%AFn%20SefraArrondissement%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20SefraArrondissement%20%28Alg%C3%A9rie%29,,,,,,Algérie
317,Algérie,Aïn Sefra,Cercle ,Aïn SefraCercle (Algérie),A%C3%AFn%20SefraCercle%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20SefraCercle%20%28Alg%C3%A9rie%29,,,,,,Algérie
318,Algérie,Aïn Sefra,Cours d\'eau ,Aïn SefraCours d\eau (Algérie),A%C3%AFn%20SefraCours%20d%5Ceau%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20SefraCours%20d%5Ceau%20%28Alg%C3%A9rie%29,,,,,,Algérie
319,Algérie,Aïn Sefra,Subdivision ,Aïn SefraSubdivision (Algérie),A%C3%AFn%20SefraSubdivision%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20SefraSubdivision%20%28Alg%C3%A9rie%29,,,,,,Algérie
320,Algérie,Aïn Sefra,Territoire ,Aïn SefraTerritoire (Algérie),A%C3%AFn%20SefraTerritoire%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20SefraTerritoire%20%28Alg%C3%A9rie%29,,,,,,Algérie
321,Algérie,Aïn Seynour ,,Aïn Seynour (Algérie),A%C3%AFn%20Seynour%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Seynour%20%28Alg%C3%A9rie%29,36.3198 7.8702,36.3198,7.8702,,,Algérie
322,Algérie,Aïn Sfia ,,Aïn Sfia (Algérie),A%C3%AFn%20Sfia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Sfia%20%28Alg%C3%A9rie%29,36.1654 5.3907,36.1654,5.3907,,,Algérie
323,Algérie,Aïn Sidi Cherif ,,Aïn Sidi Cherif (Algérie),A%C3%AFn%20Sidi%20Cherif%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Sidi%20Cherif%20%28Alg%C3%A9rie%29,35.8342 0.1267,35.8342,0.1267,,,Algérie
324,Algérie,Aïn Skhouna ,,Aïn Skhouna (Algérie),A%C3%AFn%20Skhouna%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Skhouna%20%28Alg%C3%A9rie%29,34.5045 0.8441,34.5045,0.8441,,,Algérie
325,Algérie,Aïn Smara ,,Aïn Smara (Algérie),A%C3%AFn%20Smara%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Smara%20%28Alg%C3%A9rie%29,36.2674 6.5014,36.2674,6.5014,,,Algérie
326,Algérie,Aïn Snob ,,Aïn Snob (Algérie),A%C3%AFn%20Snob%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Snob%20%28Alg%C3%A9rie%29,36.0682 7.4787,36.0682,7.4787,,,Algérie
327,Algérie,Aïn Soltan ,,Aïn Soltan (Algérie),A%C3%AFn%20Soltan%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Soltan%20%28Alg%C3%A9rie%29,36.2489 2.2967,36.2489,2.2967,,,Algérie
328,Algérie,Aïn Souda ,,Aïn Souda (Algérie),A%C3%AFn%20Souda%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Souda%20%28Alg%C3%A9rie%29,36.2710 7.5206,36.2710,7.5206,,,Algérie
329,Alger ,Aïn Sultan ,,Aïn Sultan (Alger ; Algérie),A%C3%AFn%20Sultan%20%28Alger%20%3B%20Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Sultan%20%28Alger%20%3B%20Alg%C3%A9rie%29,36.2489 2.2967,36.2489,2.2967,Algérie,,Algérie
330,Constantine ,Aïn Sultan ,,Aïn Sultan (Constantine ; Algérie),A%C3%AFn%20Sultan%20%28Constantine%20%3B%20Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Sultan%20%28Constantine%20%3B%20Alg%C3%A9rie%29,36.1333 4.7333,36.1333,4.7333,Algérie,,Algérie
331,Algérie,Aïn Tabia ,,Aïn Tabia (Algérie),A%C3%AFn%20Tabia%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Tabia%20%28Alg%C3%A9rie%29,36.8006 6.6115,36.8006,6.6115,,,Algérie
332,Algérie,Aïn Tagourait ,,Aïn Tagourait (Algérie),A%C3%AFn%20Tagourait%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Tagourait%20%28Alg%C3%A9rie%29,36.6035 2.6094,36.6035,2.6094,,,Algérie
333,Algérie,Aïn Tagoureit ,,Aïn Tagoureit (Algérie),A%C3%AFn%20Tagoureit%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Tagoureit%20%28Alg%C3%A9rie%29,36.6035 2.6094,36.6035,2.6094,,,Algérie
334,Algérie,Aïn Tagrout ,,Aïn Tagrout (Algérie),A%C3%AFn%20Tagrout%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Tagrout%20%28Alg%C3%A9rie%29,36.1301 5.0772,36.1301,5.0772,,,Algérie
335,Algérie,Aïn Tahamimine ,,Aïn Tahamimine (Algérie),A%C3%AFn%20Tahamimine%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Tahamimine%20%28Alg%C3%A9rie%29,,,,,,Algérie
336,Algérie,Aïn Taya ,,Aïn Taya (Algérie),A%C3%AFn%20Taya%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Taya%20%28Alg%C3%A9rie%29,36.7933 3.2869,36.7933,3.2869,,,Algérie
337,Algérie,Aïn Tebinet ,,Aïn Tebinet (Algérie),A%C3%AFn%20Tebinet%20%28Alg%C3%A9rie%29,http://anom.archivesnationales.culture.gouv.fr/geo.php?ir=&lieu=A%C3%AFn%20Tebinet%20%28Alg%C3%A9rie%29,36.1857 5.4327,36.1857,5.4327,,,Algérie
