,Administration,NAME,Type,titre
389,Algérie,Aït Laziz  ,,Aït Laziz  (Algérie)
390,Algérie,Aït Mahmoud ,,Aït Mahmoud (Algérie)
391,Algérie,Aït Mislaine ,,Aït Mislaine (Algérie)
392,Algérie,Aït Ouarest Ou Ali ,,Aït Ouarest Ou Ali (Algérie)
393,Algérie,Aït Ouaret Ouali ,,Aït Ouaret Ouali (Algérie)
394,Algérie,Aït Saada ,,Aït Saada (Algérie)
395,Algérie,Aït Saïd ,,Aït Saïd (Algérie)
396,Algérie,Aït Sellane ,,Aït Sellane (Algérie)
397,Algérie,Aït Sidi Ahmed Ourdja ,,Aït Sidi Ahmed Ourdja (Algérie)
398,Algérie,Aït Tassaft ,,Aït Tassaft (Algérie)
399,,Aït Toudert Algérie)',,Aït Toudert Algérie)
400,Algérie,Aït Yahia ,,Aït Yahia (Algérie)
401,Algérie,Aït Zellal ,,Aït Zellal (Algérie)
402,Bouches-du-Rhône ; France,Aix-en-Provence ,,Aix-en-Provence (Bouches-du-Rhône ; France)
403,Allemagne,Aix-la-Chapelle ,,Aix-la-Chapelle (Allemagne)
404,Savoie ; France,Aix-les-Bains ,,Aix-les-Bains (Savoie ; France)
405,Haute-Vienne ; France,Aixe-sur-Vienne ,,Aixe-sur-Vienne (Haute-Vienne ; France)
406,Charente-Maritime ; France,Aix,Île d\' ,AixÎle d\ (Charente-Maritime ; France)
407,Corse-du-Sud ; France,Ajaccio ,,Ajaccio (Corse-du-Sud ; France)
408,Algérie,Ajjer,Territoire des ,AjjerTerritoire des (Algérie)
409,Algérie,Akabiou ,,Akabiou (Algérie)
410,Burkina Faso/Côte d\'Ivoire,Akba,Cours d\'eau ,AkbaCours d\eau (Burkina Faso/Côte d\Ivoire)
411,Algérie,Akbils ,,Akbils (Algérie)
412,Algérie,Akbou ,,Akbou (Algérie)
413,Algérie,Akbou,Arrondissement ,AkbouArrondissement (Algérie)
414,Algérie,Akbou,Cercle ,AkbouCercle (Algérie)
415,Algérie,Akbou,Commune mixte ,AkbouCommune mixte (Algérie)
416,Côte d\'Ivoire,Aké Béfiat ,,Aké Béfiat (Côte d\Ivoire)
417,Algérie,Akfadou ,,Akfadou (Algérie)
418,Mauritanie,Akjoujt/Fort-Gouraud,Voie ferrée ,Akjoujt/Fort-GouraudVoie ferrée (Mauritanie)
419,Mauritanie,Akjoujt ,,Akjoujt (Mauritanie)
420,Israël,Akko ,,Akko (Israël)
421,Cameroun,Akonolinga,Subdivision ,AkonolingaSubdivision (Cameroun)
422,Bénin,Akpassi ,,Akpassi (Bénin)
423,Bénin,Akpéchi ,,Akpéchi (Bénin)
424,Togo,Akposso,Subdivision ,AkpossoSubdivision (Togo)
425,Mauritanie,Akreijit,Fort ,AkreijitFort (Mauritanie)
426,États-Unis,Alabama,Cours d\'eau ,AlabamaCours d\eau (États-Unis)
427,États-Unis,Alabama,État ,AlabamaÉtat (États-Unis)
428,Algérie,Alaïmia ,,Alaïmia (Algérie)
429,Gard ; France,Alais ,,Alais (Gard ; France)
430,Côte d\'Ivoire,Alangoua,Région géographique ,AlangouaRégion géographique (Côte d\Ivoire)
431,Ardèche,Alba-la-Romaine ,,Alba-la-Romaine (Ardèche)
432,Gambie,Albadarr ,,Albadarr (Gambie)
433,,Albanie',,Albanie
434,New York ; États-Unis,Albany ,,Albany (New York ; États-Unis)
435,Italie,Alba ,,Alba (Italie)
436,Pyrénées-Orientales ; France,Albère ,,Albère (Pyrénées-Orientales ; France)
437,Ouganda/République démocratique du Congo,Albert,Lac ,AlbertLac (Ouganda/République démocratique du Congo)
438,Bas-Rhin ; France,Albé ,,Albé (Bas-Rhin ; France)
439,Italie,Albe ,,Albe (Italie)
440,Tarn ; France,Albi ,,Albi (Tarn ; France)
441,Gambie,Albreda ,,Albreda (Gambie)
442,Guinée,Alcatraz,Île ,AlcatrazÎle (Guinée)
443,Mauritanie,Aleg ,,Aleg (Mauritanie)
444,Algérie,Alelich ,,Alelich (Algérie)
445,Algérie,Alelik,Plaine de l\' ,AlelikPlaine de l\ (Algérie)
446,Gabon,Alembé ,,Alembé (Gabon)
447,Orne ; France,Alençon ,,Alençon (Orne ; France)
448,Pyrénées-Orientales ; France,Alénya ,,Alénya (Pyrénées-Orientales ; France)
449,Côte d\'Ivoire,Alépé/Mopé,Voie ferrée ,Alépé/MopéVoie ferrée (Côte d\Ivoire)
450,Côte d\'Ivoire,Alépé ,,Alépé (Côte d\Ivoire)
451,Syrie,Alep ,,Alep (Syrie)
452,Italie,Alessandria ,,Alessandria (Italie)
453,Gard ; France,Alès ,,Alès (Gard ; France)
454,Aude ; France,Alet-les-Bains ,,Alet-les-Bains (Aude ; France)
455,Aude ; France,Aleth ,,Aleth (Aude ; France)
456,Turquie,Alexandrette ,,Alexandrette (Turquie)
457,Virginie ; États-Unis,Alexandria ,,Alexandria (Virginie ; États-Unis)
458,Égypte,Alexandrie ,,Alexandrie (Égypte)
459,Italie,Alexandrie ,,Alexandrie (Italie)
460,Virginie ; États-Unis,Alexandrie ,,Alexandrie (Virginie ; États-Unis)
461,Côte d\'Ivoire,Alfagou ,,Alfagou (Côte d\Ivoire)
462,Mauritanie,Alfatak,Lieu-dit ,AlfatakLieu-dit (Mauritanie)
463,Val-de-Marne ; France,Alfortville ,,Alfortville (Val-de-Marne ; France)
464,Espagne,Algeciras ,,Algeciras (Espagne)
465,Algérie,Alger-Est,Arrondissement ,Alger-EstArrondissement (Algérie)
466,,Algérie',,Algérie
467,Algérie,Alger ,,Alger (Algérie)
468,Algérie,Alger,Annexe ,AlgerAnnexe (Algérie)
469,Algérie,Alger,Arrondissement ,AlgerArrondissement (Algérie)
470,Algérie,Alger,Cercle ,AlgerCercle (Algérie)
471,Algérie,Alger,Département ,AlgerDépartement (Algérie)
472,Algérie,Alger,Division ,AlgerDivision (Algérie)
473,Algérie,Alger,Province ,AlgerProvince (Algérie)
474,Algérie,Alger,Région ,AlgerRégion (Algérie)
475,Algérie,Alger,Subdivision ,AlgerSubdivision (Algérie)
476,Espagne,Algésiras ,,Algésiras (Espagne)
477,Alabama ; États-Unis,Alibamons,Cours d\'eau ,AlibamonsCours d\eau (Alabama ; États-Unis)
478,Wetumpka ; Alabama ; États-Unis,Alibamons,Fort ,AlibamonsFort (Wetumpka ; Alabama ; États-Unis)
479,Alabama ; États-Unis,Alibamons,Poste ,AlibamonsPoste (Alabama ; États-Unis)
480,Alabama ; États-Unis,Alibamons,Territoire des ,AlibamonsTerritoire des (Alabama ; États-Unis)
481,Espagne,Alicante ,,Alicante (Espagne)
482,République du Congo,Alima-Léfini,Circonscription ,Alima-LéfiniCirconscription (République du Congo)
483,République du Congo,Alima,Circonscription ,AlimaCirconscription (République du Congo)
484,République du Congo,Alima,Cours d\'eau ,AlimaCours d\eau (République du Congo)
485,République centrafricaine,Alindao,Subdivision ,AlindaoSubdivision (République centrafricaine)
486,Côte d\'Ivoire,Alingia ,,Alingia (Côte d\Ivoire)
487,Côte d\'Ivoire,Alinja ,,Alinja (Côte d\Ivoire)
488,Côte-d’Or ; France,Alise-Sainte-Reine ,,Alise-Sainte-Reine (Côte-d’Or ; France)
489,Drôme ; France,Alixan ,,Alixan (Drôme ; France)
490,Djibouti,Ali Sabieh,Cercle ,Ali SabiehCercle (Djibouti)
491,Bénin,Allada ,,Allada (Bénin)
492,Bénin,Allada,Cercle ,AlladaCercle (Bénin)
493,Bénin,Allada,Royaume ,AlladaRoyaume (Bénin)
494,Algérie,Allala,Cours d\'eau ,AllalaCours d\eau (Algérie)
495,Algérie,Allala,Vallée de l\' ,AllalaVallée de l\ (Algérie)
496,Inde,Allancoupom ,,Allancoupom (Inde)
497,Inde,Allankuppam ,,Allankuppam (Inde)
498,Corrèze ; France,Allassac ,,Allassac (Corrèze ; France)
499,Gard ; France,Allègre-les-Fumades ,,Allègre-les-Fumades (Gard ; France)
500,Haute-Loire ; France,Allègre ,,Allègre (Haute-Loire ; France)
501,,Allemagne',,Allemagne
502,Côte-d\'Or ; France,Allerey ,,Allerey (Côte-d\Or ; France)
503,France,Allier,Département ,AllierDépartement (France)
504,Eure-et-Loir ; France,Allonnes ,,Allonnes (Eure-et-Loir ; France)
505,Maine-et-Loire ; France,Allonnes ,,Allonnes (Maine-et-Loire ; France)
506,Sarthe ; France,Allonnes ,,Allonnes (Sarthe ; France)
507,Deux-Sèvres ; France,Allonne ,,Allonne (Deux-Sèvres ; France)
508,Oise ; France,Allonne ,,Allonne (Oise ; France)
509,Sénégal,Almadies,Pointe des ,AlmadiesPointe des (Sénégal)
510,Espagne,Almanza ,,Almanza (Espagne)
511,Algérie,Alma ,,Alma (Algérie)
512,Vietnam,Along,Baie d\' ,AlongBaie d\ (Vietnam)
513,Pyrénées-Atlantiques ; France,Alos-Sibas-Abense ,,Alos-Sibas-Abense (Pyrénées-Atlantiques ; France)
514,France,Alpes-de-Haute-Provence,Département ,Alpes-de-Haute-ProvenceDépartement (France)
515,France,Alpes-Maritimes,Département ,Alpes-MaritimesDépartement (France)
516,France,Alsace-Lorraine,Région géographique ,Alsace-LorraineRégion géographique (France)
517,France,Alsace,Région géographique ,AlsaceRégion géographique (France)
518,Algérie,Altkirch ,,Altkirch (Algérie)
519,Belgique,Alveringem ,,Alveringem (Belgique)
520,Ariège ; France,Alzen ,,Alzen (Ariège ; France)
521,Gard ; France,Alzon ,,Alzon (Gard ; France)
522,Irak,Al Basra ,,Al Basra (Irak)
523,Tunisie,Al Hammamat ,,Al Hammamat (Tunisie)
524,Syrie,Al Hassetché ,,Al Hassetché (Syrie)
525,Yémen,Al Hudayda ,,Al Hudayda (Yémen)
526,Égypte,Al Iskandariya ,,Al Iskandariya (Égypte)
527,Algérie,Al Jazaïr ,,Al Jazaïr (Algérie)
528,Cisjordanie,Al Khalil ,,Al Khalil (Cisjordanie)
529,Libye,Al Kufrah ,,Al Kufrah (Libye)
530,Soudan,Al Kuraynik ,,Al Kuraynik (Soudan)
531,Syrie,Al Ladhiqiya ,,Al Ladhiqiya (Syrie)
532,Arabie Saoudite,Al Madinah ,,Al Madinah (Arabie Saoudite)
533,Égypte,Al Qahira ,,Al Qahira (Égypte)
534,Haute-Saône ; France,Amance ,,Amance (Haute-Saône ; France)
535,Saône-et-Loire ; France,Amanzé ,,Amanzé (Saône-et-Loire ; France)
536,Brésil,Amapa ,,Amapa (Brésil)
537,Pérou/Brésil,Amazonas,Cours d\'eau ,AmazonasCours d\eau (Pérou/Brésil)
538,Pérou/Brésil,Amazone,Cours d\'eau ,AmazoneCours d\eau (Pérou/Brésil)
539,Djibouti,Ambado ,,Ambado (Djibouti)
540,Cameroun,Ambam/Ébolowa,Route ,Ambam/ÉbolowaRoute (Cameroun)
541,Cameroun,Ambam ,,Ambam (Cameroun)
542,Inde,Ambaragatour ,,Ambaragatour (Inde)
543,Haute-Vienne ; France,Ambazac ,,Ambazac (Haute-Vienne ; France)
544,Puy-de-Dôme ; France,Ambert ,,Ambert (Puy-de-Dôme ; France)
545,Mali,Ambidédi/Kayes,Voie ferrée ,Ambidédi/KayesVoie ferrée (Mali)
546,Mali,Ambidédi ,,Ambidédi (Mali)
547,Loire ; France,Ambierle ,,Ambierle (Loire ; France)
548,Haute-Saône ; France,Amblans-et-Velotte ,,Amblans-et-Velotte (Haute-Saône ; France)
549,Haute-Saône ; France,Amblans ,,Amblans (Haute-Saône ; France)
550,Pas-de-Calais ; France,Ambleteuse ,,Ambleteuse (Pas-de-Calais ; France)
551,Meuse ; France,Ambly-sur-Meuse ,,Ambly-sur-Meuse (Meuse ; France)
552,Meuse ; France,Ambly ,,Ambly (Meuse ; France)
553,Indre-et-Loire ; France,Amboise ,,Amboise (Indre-et-Loire ; France)
554,Djibouti,Ambouli ,,Ambouli (Djibouti)
555,Corrèze ; France,Ambrugeat ,,Ambrugeat (Corrèze ; France)
556,Floride ; États-Unis,Amelia,Île ,AmeliaÎle (Floride ; États-Unis)
557,Côte d\'Ivoire,Amenvo,Chutes d\' ,AmenvoChutes d\ (Côte d\Ivoire)
558,,Amérique',,Amérique
559,,Amérique centrale',,Amérique centrale
560,,Amérique du Nord',,Amérique du Nord
561,,Amérique du Nord,Colonies françaises',Amérique du NordColonies françaises
562,,Amérique du Sud',,Amérique du Sud
563,,Amérique latine',,Amérique latine
564,,Amérique septentrionale',,Amérique septentrionale
565,,Amérique,Colonies britanniques',AmériqueColonies britanniques
566,,Amérique,Colonies espagnoles',AmériqueColonies espagnoles
567,,Amérique,Colonies françaises',AmériqueColonies françaises
568,,Amérique,Colonies néerlandaises',AmériqueColonies néerlandaises
569,,Amérique,Îles d\'',AmériqueÎles d\
570,,Amérique,Îles françaises d\'',AmériqueÎles françaises d\
571,Algérie,Ameur El Aïn ,,Ameur El Aïn (Algérie)
572,Somme ; France,Amiens ,,Amiens (Somme ; France)
573,"Nouvelle-Calédonie, Île de la",Amieu,Col d\' ,AmieuCol d\ (Nouvelle-CalédonieÎle de la)
574,Aisne ; France,Amigny-Rouy ,,Amigny-Rouy (Aisne ; France)
575,Canada,Amiot,Seigneurie ,AmiotSeigneurie (Canada)
576,Chine/Vietnam,Ami Tcheou/Lao Kay,Voie ferrée ,Ami Tcheou/Lao KayVoie ferrée (Chine/Vietnam)
577,Chine,Ami Tcheou ,,Ami Tcheou (Chine)
578,Algérie,Ammal ,,Ammal (Algérie)
579,Algérie,Ammi Moussa ,,Ammi Moussa (Algérie)
580,Algérie,Ammi Moussa,Cercle ,Ammi MoussaCercle (Algérie)
581,Algérie,Ammi Moussa,Commune mixte ,Ammi MoussaCommune mixte (Algérie)
582,Côte d\'Ivoire,Amoka ,,Amoka (Côte d\Ivoire)
583,Ghana,Amokou,Fort ,AmokouFort (Ghana)
584,Algérie,Amoucha ,,Amoucha (Algérie)
585,Algérie,Amoucha,Commune mixte ,AmouchaCommune mixte (Algérie)
586,Algérie,Amoura ,,Amoura (Algérie)
587,Algérie,Amour,Djebel ,AmourDjebel (Algérie)
588,Chine,Amoy ,,Amoy (Chine)
589,Algérie,Ampère ,,Ampère (Algérie)
590,Seine-et-Marne ; France,Amponville ,,Amponville (Seine-et-Marne ; France)
591,Rhône ; France,Ampuis ,,Ampuis (Rhône ; France)
592,Algérie,Amraoua ,,Amraoua (Algérie)
593,"Saint-Martin, Île",Amsterdam,Fort ,AmsterdamFort (Saint-MartinÎle)
594,Pays-Bas,Amsterdam ,,Amsterdam (Pays-Bas)
595,Tchad,Am Dam,Subdivision ,Am DamSubdivision (Tchad)
596,Tchad,Am Timan,Subdivision ,Am TimanSubdivision (Tchad)
597,Tchad,Am Timan ,,Am Timan (Tchad)
598,Guyane française,Anacibo ,,Anacibo (Guyane française)
599,Turquie,Anadolu ,,Anadolu (Turquie)
600,Ghana,Anamabou ,,Anamabou (Ghana)
601,Algérie,Anasseur,Cours d\'eau ,AnasseurCours d\eau (Algérie)
602,,Anatolie',,Anatolie
603,Turquie,Anatolie,Région géographique ,AnatolieRégion géographique (Turquie)
604,"Vanuatu, Archipel du",Anatom,Île ,AnatomÎle (VanuatuArchipel du)
605,Hautes-Alpes ; France,Ancelle ,,Ancelle (Hautes-Alpes ; France)
606,Loire-Atlantique ; France,Ancenis ,,Ancenis (Loire-Atlantique ; France)
607,Meuse ; France,Ancerville ,,Ancerville (Meuse ; France)
608,"Saint-Martin, Île",Ances Mancelles ,,Ances Mancelles (Saint-MartinÎle)
609,"Guadeloupe, Île de la",Ance Bertrand ,,Ance Bertrand (GuadeloupeÎle de la)
610,"Rivière-Pilote ; Martinique, Île de la",Ance du Figuier ,,Ance du Figuier (Rivière-Pilote ; MartiniqueÎle de la)
611,Canada,Ancienne-Lorette ,,Ancienne-Lorette (Canada)
612,République du Congo,Ancien N\'Gombé ,,Ancien N\Gombé (République du Congo)
613,Sarthe ; France,Ancinnes ,,Ancinnes (Sarthe ; France)
614,Italie,Ancona ,,Ancona (Italie)
615,Italie,Ancône ,,Ancône (Italie)
616,Yonne ; France,Ancy-le-Franc ,,Ancy-le-Franc (Yonne ; France)
617,Algérie,Andalouses,Plaine des ,AndalousesPlaine des (Algérie)
618,Espagne,Andalousie,Région géographique ,AndalousieRégion géographique (Espagne)
619,Espagne,Andalucía,Région géographique ,AndalucíaRégion géographique (Espagne)
620,Meuse ; France,Andernay ,,Andernay (Meuse ; France)
621,Bas-Rhin ; France,Andlau ,,Andlau (Bas-Rhin ; France)
622,Éthiopie,Andobed,Cours d\'eau ,AndobedCours d\eau (Éthiopie)
623,,Andorre',,Andorre
624,Éthiopie,Ando Bet,Cours d\'eau ,Ando BetCours d\eau (Éthiopie)
625,Colombie,Andrea,Île ,AndreaÎle (Colombie)
626,Gard ; France,Anduze ,,Anduze (Gard ; France)
627,Togo,Anécho/Lomé,Route ,Anécho/LoméRoute (Togo)
628,Togo,Anécho/Lomé,Voie ferrée ,Anécho/LoméVoie ferrée (Togo)
629,Togo/Bénin,Anécho/Segboroué,Voie ferrée ,Anécho/SegborouéVoie ferrée (Togo/Bénin)
630,Togo,Anécho,Cercle ,AnéchoCercle (Togo)
631,Togo,Anécho ,,Anécho (Togo)
632,Mali,Anéfis ,,Anéfis (Mali)
633,Togo,Aného ,,Aného (Togo)
634,"Vanuatu, Archipel du",Aneytium,Île ,AneytiumÎle (VanuatuArchipel du)
635,Casablanca ; Maroc,Anfa,Quartier ,AnfaQuartier (Casablanca ; Maroc)
636,Ardennes ; France,Angecourt ,,Angecourt (Ardennes ; France)
637,Maine-et-Loire ; France,Angers ,,Angers (Maine-et-Loire ; France)
638,Essonne ; France,Angerville ,,Angerville (Essonne ; France)
639,Cambodge,Angkor ,,Angkor (Cambodge)
640,Cambodge,Angkor,Province ,AngkorProvince (Cambodge)
641,Tarn ; France,Anglès ,,Anglès (Tarn ; France)
642,,Angleterre',,Angleterre
643,Pyrénées-Atlantiques ; France,Anglet ,,Anglet (Pyrénées-Atlantiques ; France)
644,,Anglo-Normandes,Îles',Anglo-NormandesÎles
645,Dordogne ; France,Angoisse ,,Angoisse (Dordogne ; France)
646,,Angola',,Angola
647,Afrique,Angola,Côte d\' ,AngolaCôte d\ (Afrique)
648,Charente ; France,Angoulême ,,Angoulême (Charente ; France)
649,France,Angoumois,Région géographique ,AngoumoisRégion géographique (France)
650,Antilles,Anguilla,Île ,AnguillaÎle (Antilles)
651,Antilles,Anguille,Île ,AnguilleÎle (Antilles)
652,Vietnam,Anh Son ,,Anh Son (Vietnam)
653,Nord ; France,Aniche ,,Aniche (Nord ; France)
654,Togo,Anié ,,Anié (Togo)
655,Indre ; France,Anjouin ,,Anjouin (Indre ; France)
656,France,Anjou,Région géographique ,AnjouRégion géographique (France)
657,Turquie,Ankara ,,Ankara (Turquie)
658,Vietnam,Ankroet,Chutes d\' ,AnkroetChutes d\ (Vietnam)
659,Vietnam,Ankroet,Lac d’ ,AnkroetLac d’ (Vietnam)
660,Algérie,Annaba ,,Annaba (Algérie)
661,,Annam',,Annam
662,Canada,Annapolis Royal ,,Annapolis Royal (Canada)
663,Yonne ; France,Annay-la-Côte ,,Annay-la-Côte (Yonne ; France)
664,Haute-Savoie ; France,Annecy-le-Vieux ,,Annecy-le-Vieux (Haute-Savoie ; France)
665,Haute-Savoie ; France,Annecy ,,Annecy (Haute-Savoie ; France)
666,Haute-Savoie ; France,Annemasse ,,Annemasse (Haute-Savoie ; France)
667,Seine-et-Marne ; France,Annet-sur-Marne ,,Annet-sur-Marne (Seine-et-Marne ; France)
668,Guinée équatoriale,Annobon,Île d\' ,AnnobonÎle d\ (Guinée équatoriale)
669,Ardèche ; France,Annonay ,,Annonay (Ardèche ; France)
670,Alpes-de-Haute-Provence ; France,Annot ,,Annot (Alpes-de-Haute-Provence ; France)
671,Yonne ; France,Annoux ,,Annoux (Yonne ; France)
672,Côte d\'Ivoire,Anno,Région géographique ,AnnoRégion géographique (Côte d\Ivoire)
673,Ghana,Anomabo ,,Anomabo (Ghana)
674,Oise ; France,Ansauvillers ,,Ansauvillers (Oise ; France)
675,"Grenade, Île de",Anse-à-Goyave ,,Anse-à-Goyave (GrenadeÎle de)
676,"Saint-Domingue, Île de",Anse-à-Veau ,,Anse-à-Veau (Saint-DomingueÎle de)
677,"Guadeloupe, Île de la",Anse-Bertrand ,,Anse-Bertrand (GuadeloupeÎle de la)
678,Sainte-Lucie,Anse-Canot ,,Anse-Canot (Sainte-Lucie)
679,"Sainte-Lucie, Île",Anse-Choiseul ,,Anse-Choiseul (Sainte-LucieÎle)
680,"Sainte-Lucie, Île",Anse-Citron ,,Anse-Citron (Sainte-LucieÎle)
681,"Sainte-Lucie, Île",Anse-La-Raye ,,Anse-La-Raye (Sainte-LucieÎle)
682,"Le Prêcheur ; Martinique, Île de la",Anse-l\'Abîme ,,Anse-l\Abîme (Le Prêcheur ; MartiniqueÎle de la)
683,"Saint-Martin, Île",Anse-Marcel ,,Anse-Marcel (Saint-MartinÎle)
684,"Saint-Martin, Île",Anses Mancel ,,Anses Mancel (Saint-MartinÎle)
685,"Le Gosier ; Guadeloupe, Île de la",Anse Dumont ,,Anse Dumont (Le Gosier ; GuadeloupeÎle de la)
686,"Le Carbet ; Martinique, Île de la",Anse Latouche ,,Anse Latouche (Le Carbet ; MartiniqueÎle de la)
687,Mali,Ansongo ,,Ansongo (Mali)
688,Turquie,Antalya ,,Antalya (Turquie)
689,,Antarctique,Océan',AntarctiqueOcéan
690,Canada,Antaya,Seigneurie ,AntayaSeigneurie (Canada)
691,Doubs ; France,Anteuil ,,Anteuil (Doubs ; France)
692,Alpes-Maritimes ; France,Antibes ,,Antibes (Alpes-Maritimes ; France)
693,Canada,Anticosti,Île d\' ,AnticostiÎle d\ (Canada)
694,Canada,Antigonish ,,Antigonish (Canada)
695,,Antigua-et-Barbuda',,Antigua-et-Barbuda
696,Antilles,Antigua,Île ,AntiguaÎle (Antilles)
697,Antilles,Antigues,Île d\' ,AntiguesÎle d\ (Antilles)
698,"Guadeloupe, Île de la",Antigues,Pointe d\' ,AntiguesPointe d\ (GuadeloupeÎle de la)
699,,Antilles',,Antilles
700,,Antilles britanniques',,Antilles britanniques
701,,Antilles danoises',,Antilles danoises
702,,Antilles espagnoles',,Antilles espagnoles
703,,Antilles françaises',,Antilles françaises
704,,Antilles hollandaises',,Antilles hollandaises
705,,Antilles néerlandaises',,Antilles néerlandaises
706,,Antilles,Mer des',AntillesMer des
707,Moselle ; France,Antilly ,,Antilly (Moselle ; France)
708,Oise ; France,Antilly ,,Antilly (Oise ; France)
709,Turquie,Antioche ,,Antioche (Turquie)
710,Puy-de-Dôme ; France,Antoingt ,,Antoingt (Puy-de-Dôme ; France)
711,Dordogne ; France,Antonne-et-Trigonant ,,Antonne-et-Trigonant (Dordogne ; France)
712,Dordogne ; France,Antonne ,,Antonne (Dordogne ; France)
713,Belgique,Antwerpen ,,Antwerpen (Belgique)
714,Belgique,Anvers ,,Anvers (Belgique)
715,Côte d\'Ivoire,Anyama ,,Anyama (Côte d\Ivoire)
716,Nord ; France,Anzin ,,Anzin (Nord ; France)
717,Kien An ; Vietnam,An Duong ,,An Duong (Kien An ; Vietnam)
718,Thua Thien ; Vietnam,An Duong ,,An Duong (Thua Thien ; Vietnam)
719,Vietnam,An Giang,Province ,An GiangProvince (Vietnam)
720,Vietnam,An Luong ,,An Luong (Vietnam)
721,Vietnam,An My Dong ,,An My Dong (Vietnam)
722,Vietnam,An Nhon ,,An Nhon (Vietnam)
723,Vietnam,An Nong ,,An Nong (Vietnam)
724,Vietnam,An Phuoc ,,An Phuoc (Vietnam)
725,Vietnam,An Quang ,,An Quang (Vietnam)
726,Vietnam,An Thi ,,An Thi (Vietnam)
727,Vietnam,An Trach ,,An Trach (Vietnam)
728,Vietnam,An Truong ,,An Truong (Vietnam)
729,Vietnam,An Xuan ,,An Xuan (Vietnam)
730,Algérie,Aokas ,,Aokas (Algérie)
731,Algérie,Aokas,Cap ,AokasCap (Algérie)
732,Algérie,Aomar ,,Aomar (Algérie)
733,Italie,Aosta ,,Aosta (Italie)
734,Italie,Aoste ,,Aoste (Italie)
735,Éthiopie,Aouache,Cours d’eau ,AouacheCours d’eau (Éthiopie)
736,Éthiopie,Aouache,Vallée de l\' ,AouacheVallée de l\ (Éthiopie)
737,Algérie,Aouaïd ,,Aouaïd (Algérie)
738,Tchad,Aouzou ,,Aouzou (Tchad)
739,"Nouvelle-Calédonie, Île de la",Ao,Mine ,AoMine (Nouvelle-CalédonieÎle de la)
740,Floride ; États-Unis,Apalaches,Territoire des ,ApalachesTerritoire des (Floride ; États-Unis)
741,Floride ; États-Unis,Apalachicola,Cours d\'eau ,ApalachicolaCours d\eau (Floride ; États-Unis)
742,Floride ; États-Unis,Apalachicoly,Cours d\'eau ,ApalachicolyCours d\eau (Floride ; États-Unis)
743,Mississippi ; États-Unis,Apeka de l\'Ouest ,,Apeka de l\Ouest (Mississippi ; États-Unis)
744,Mississippi ; États-Unis,Apeka ,,Apeka (Mississippi ; États-Unis)
745,Louisiane ; États-Unis,Apeloussas,Territoire des ,ApeloussasTerritoire des (Louisiane ; États-Unis)
746,Canada,Apetepi,Lieu-dit ,ApetepiLieu-dit (Canada)
747,Bénin,Aplahoué ,,Aplahoué (Bénin)
748,États-Unis,Appalaches,Massif des ,AppalachesMassif des (États-Unis)
749,Floride ; États-Unis,Appalaches,Territoire des ,AppalachesTerritoire des (Floride ; États-Unis)
750,Louisiane ; États-Unis,Appeloussas,Territoire des ,AppeloussasTerritoire des (Louisiane ; États-Unis)
751,Guyane française,Approuague/Kaw,Canal ,Approuague/KawCanal (Guyane française)
752,Guyane française,Approuague,Cours d\'eau ,ApprouagueCours d\eau (Guyane française)
753,Guyane française,Approuague ,,Approuague (Guyane française)
754,Vendée ; France,Apremont ,,Apremont (Vendée ; France)
755,Ardèche ; France,Aps ,,Aps (Ardèche ; France)
756,Vaucluse ; France,Apt ,,Apt (Vaucluse ; France)
757,Vietnam,Ap Bình Thạnh ,,Ap Bình Thạnh (Vietnam)
758,"Saint-Domingue, Île de",Aquin ,,Aquin (Saint-DomingueÎle de)
759,,Arabie Saoudite',,Arabie Saoudite
760,,Arabie,Région géographique',ArabieRégion géographique
761,Tchad,Arada,Subdivision ,AradaSubdivision (Tchad)
762,Algérie,Arago ,,Arago (Algérie)
763,Brésil,Araguari,Cours d\'eau ,AraguariCours d\eau (Brésil)
764,Birmanie,Arakan,Royaume ,ArakanRoyaume (Birmanie)
765,Mali,Araouan ,,Araouan (Mali)
766,Guyane française,Araoua,Cours d\'eau ,AraouaCours d\eau (Guyane française)
767,Algérie,Arbal ,,Arbal (Algérie)
768,Algérie,Arbaoun ,,Arbaoun (Algérie)
769,Algérie,Arbatache ,,Arbatache (Algérie)
770,Algérie,Arba des Ouacifs ,,Arba des Ouacifs (Algérie)
771,Éthiopie,Arba Mintch ,,Arba Mintch (Éthiopie)
772,Jura ; France,Arbois ,,Arbois (Jura ; France)
773,Vietnam,Arbre-Broyé ,,Arbre-Broyé (Vietnam)
774,Algérie,Arb El Goufi ,,Arb El Goufi (Algérie)
775,Algérie,Arb Guerguera ,,Arb Guerguera (Algérie)
776,Algérie,Arb Skikda ,,Arb Skikda (Algérie)
777,Doubs ; France,Arc-et-Senans ,,Arc-et-Senans (Doubs ; France)
